AVGGIFT,HV1_log,IC1_transformed,IC5_transformed,gender,TARGET_D
14.28571429,6.033086222,12.79174751,4.131516036,Female,20
13.25,7.011213987,18.63683835,4.225625184,Male,19
6.916666667,6.490723535,14.33312759,4.18475722,Female,10
5.8,6.265301213,16.05973306,4.122393645,Female,10
9.111111111,6.492239835,15.48699248,4.153983494,Male,10
5,6.188264123,14.81095815,4.168442373,Female,5
9.5,6.841615476,14.04937311,4.125291104,Male,20
15.5,7.577121931,17.83743658,4.234436873,Female,10
15,8.612503371,18.19812308,4.308769436,Female,20
50,6.625392368,15.95529329,4.174044333,Female,50
9.6,6.498282149,16.34884404,4.150945298,Male,10
4.476190476,6.728628613,15.92018998,4.174074829,Female,5
20.85714286,6.582025139,15.83178309,4.167327865,Male,40
5.789473684,6.489204931,16.61232102,4.18501638,Female,5
12.75,6.530877628,16.33210601,4.222104987,Female,20
10.07692308,5.609471795,13.35050837,4.049212811,Female,11
6.642857143,8.172446818,20.18406294,4.33923995,Male,10
5.434782609,6.302618976,14.68909475,4.073297094,Female,10
15,6.748914038,15.97288437,4.190689992,Female,25
8.642857143,7.896552702,15.44984564,4.252200939,Male,15
10.66666667,6.56667243,14.66859938,4.166809891,Male,21
4.069767442,6.688354714,17.23824412,4.185569755,Male,5
13.38461539,7.419380583,20.25053375,4.22531689,Female,10
19.25,6.411818268,17.08586353,4.180423287,Female,46
12.42857143,6.646390515,16.23098438,4.15186853,Female,26
11.66666667,7.986504939,20.56590689,4.268868306,Female,10
5.285714286,6.448889394,16.11147243,4.135676227,Female,5
12.4375,6.329720906,16.00767495,4.156239266,Female,15
8.916666667,7.058758153,19.90235157,4.248837773,Male,11
10,6.508769137,15.70641868,4.164956852,Male,25
7.666666667,6.354370041,13.93735133,4.121564536,Female,14
7.166666667,6.159095388,14.52360866,4.150697902,Female,8
6.153846154,6.781057626,16.91517397,4.179670307,Male,10
17.09090909,7.173191742,13.30147137,4.219699655,U,25
5.733333333,6.869014451,16.21401371,4.22880997,Female,8
12.5,7.358193753,20.52297339,4.256260959,Male,15
9.25,5.616771098,11.91973624,4.091435142,Male,15
7.363636364,6.421622268,15.54239923,4.157521116,Female,20
5.606060606,8.652597828,19.82205189,4.339293995,Male,10
18.71428571,6.483107351,14.33312759,4.170147107,Female,25
7.615384615,7.803435057,17.9778225,4.219577639,Female,10
15.25,6.056784013,17.85157144,4.214004722,Female,23
18,6.652863029,16.29853151,4.177647891,Male,24
11.4,6.390240667,15.35623337,4.133114052,Female,11
8.217391304,6.428105273,12.43948894,4.137332137,Female,12
19.61538462,7.875119281,20.69365717,4.302737144,Male,30
4.692307692,6.543911846,15.10766758,4.153959395,Male,4
7.764705882,7.009408933,17.46207153,4.192581467,Male,5
13.5,8.209580483,20.59799129,4.289190625,Male,17
15,7.988542983,20.56590689,4.25443891,Female,15
6.21875,6.656726524,15.0687375,4.108216343,Male,9
5.136363636,6.559615237,15.93775998,4.177499956,Female,9
12.5,5.805134969,12.38366595,4.106424781,Female,10
3.7,5.983936281,15.28056119,4.153802631,Female,5
14.25,7.366445148,15.31848535,4.165242152,Female,20
5.454545455,5.552959585,13.56718319,4.097375613,Male,9
10.30769231,6.415096959,15.12706208,4.119905601,Female,10
15,7.288244401,13.84651779,4.146579309,Female,5
8.285714286,7.253470383,20.09475918,4.26457342,Female,16
12.5,5.755742214,13.49566852,4.110446715,Male,15
7.333333333,7.208600338,17.49150056,4.214893346,Male,5
7.941176471,6.475432717,15.65210641,4.194935863,Male,10
17.6,6.349138991,13.47167456,4.123031287,Male,20
8,6.408528791,15.04920137,4.158499649,Male,15
10.66666667,6.418364936,14.62744719,4.157988086,Female,20
12.16666667,6.81563999,15.5791307,4.214268507,Male,5
13.57142857,6.124683391,13.25210023,4.138172383,Female,14
25,7.281385664,17.32844334,4.2501169,Female,10
7.923076923,7.990576882,14.26857425,4.200546709,Male,10
17,6.481577129,15.83178309,4.166365642,Male,25
5.088235294,6.378426184,14.89116832,4.162323959,Male,5
22.66666667,6.514712691,16.12864888,4.245908681,Male,45
16.4,6.790097236,18.59778131,4.200458011,Male,25
17.73333333,6.749931194,15.72444399,4.195847241,Female,32
6.25,6.748914038,15.97288437,4.190689992,Female,10
20,7.610357618,17.13185142,4.161308576,Male,8
9.1875,6.059123196,12.27063366,4.171972352,Male,12
5.4,8.153925132,17.40292509,4.262432055,Female,6
9,7.365180126,18.50602228,4.186568258,Female,10
10.15789474,6.717804695,14.89116832,4.162750076,Female,15
8.833333333,6.206575927,15.35623337,4.150536821,Female,9
3.727272727,6.697034248,14.24693524,4.183424442,Female,1
8.833333333,5.897153868,14.24693524,4.122907124,Male,15
6.666666667,6.003887067,12.27063366,4.092857497,Male,5
15,6.601230119,14.58607743,4.163074242,Female,15
25,8.094378445,16.36554947,4.244929739,Female,75
7.666666667,6.754604099,16.8206617,4.242320954,Female,5
15,7.853216388,20.55519011,4.28220786,Female,10
6.368421053,6.208590026,14.85116474,4.158383577,Male,10
13.33333333,6.668228248,13.37490329,4.142766062,Female,23
7.35,6.224558429,13.70816434,4.177726712,Female,10
15,6.689599269,16.49803755,4.18592802,Female,21
6.466666667,6.634633358,16.97762412,4.189432395,Male,15
15.17647059,7.677400431,19.19222629,4.23096721,U,35
10.6,6.508769137,14.56531008,4.168079177,Female,12
6.825,7.315883505,16.74111725,4.218445868,Male,20
12.5,5.783825182,15.43120882,4.128420277,Female,20
4.272727273,6.146329258,14.22523492,4.14792983,Male,5
11.66666667,6.403574198,14.66859938,4.231198824,Male,20
9.714285714,6.785587645,16.51445638,4.235025833,Male,9
6.647058824,6.831953566,13.91474578,4.185891326,Female,8
5.8125,6.576469569,13.32603129,4.143056573,Female,11
20.42857143,6.444131257,15.44984564,4.248285444,Female,1
9,7.036148494,16.19700917,4.149378153,Female,5
8,5.583496309,13.93735133,4.097299687,Female,5
15,6.285998095,12.65836714,4.142382054,Male,50
8,6.413458957,16.66084287,4.166647555,Female,17.5
3.908571429,6.411818268,14.33312759,4.135592142,Male,50
10.5,6.593044534,12.68524765,4.155206175,U,20
24.44444444,6.541029999,15.18496677,4.140954639,Female,50
16.11111111,6.061456919,12.97432838,4.109586855,Female,25
23,6.91671502,16.51445638,4.177933363,U,23
27.5,6.428105273,14.56531008,4.185643337,Female,30
5,7.063048163,16.48158747,4.211192354,Female,7
10.61538462,6.487684018,14.62744719,4.143306911,Male,15
6.285714286,6.091309882,14.37586418,4.164725912,Female,8
10.66666667,7.503289631,15.84953936,4.139265682,Female,10
9.625,6.852242569,19.37456592,4.235990518,Female,20
3.113636364,6.65929392,18.15721031,4.198783842,Female,4
7.230769231,7.484930283,12.38366595,4.176349506,Male,5
9.666666667,6.261491684,16.0770147,4.20499481,Female,5
8.294117647,6.104793232,12.97432838,4.119969201,Female,10
10,6.895682698,18.58472677,4.19152108,Female,10
7.5,6.8134446,18.2523975,4.21008099,U,10
12.36363636,7.701200181,19.61257929,4.217212133,Male,16
20,7.571988449,15.56078545,4.195105193,Male,20
9.625,6.352629396,14.83108698,4.210869668,Female,15
25,7.266827348,20.11715832,4.294655641,Male,150
9.5,6.376726948,15.02961748,4.155551531,Male,11
14.44444444,7.8559322,19.16765708,4.231533166,Female,15
8.785714286,5.924255797,13.73140249,4.116062325,Male,10
6.666666667,6.411818268,15.59743521,4.146065738,Female,10
11.83333333,7.837948916,18.0056464,4.272632955,Male,15
12.47826087,6.573680167,11.67509023,4.143148863,Female,15
17.25,7.941295571,18.77870193,4.24665793,Male,22
7.894736842,6.510258341,16.49803755,4.190106375,Female,10
9.533333333,6.163314804,9.268074511,4.089191328,Female,12
12.66666667,6.601230119,14.00476366,4.181161823,Female,12
4.777777778,7.6118424,17.65167977,4.232246964,Male,5
6.608695652,6.635946556,14.41836535,4.206173526,Female,8
7.083333333,6.285998095,14.83108698,4.204940582,Male,9
17.5,6.666956792,16.74111725,4.197490906,Female,25
5.380952381,6.774223886,18.11611805,4.179738084,Female,10
7.285714286,6.992096427,14.91109475,4.185652531,Female,10
10.28571429,6.797940413,17.85157144,4.215253843,Female,19
13.11111111,6.320768294,13.22728763,4.179718723,Female,30
8.75,6.17586727,13.05116011,4.147549135,Male,15
3.642857143,7.343426229,17.28345692,4.228141695,Male,5
24.75,6.951772164,15.10766758,4.16361996,U,25
12.33333333,6.070737728,13.17740476,4.130964187,Female,25
6.892857143,6.084499413,13.12717347,4.149778092,Female,9
7.9,6.961296046,15.10766758,4.174338794,Male,8
14.7,8.07059354,18.33322679,4.263043391,Female,16
9.2,6.587550015,16.56352677,4.172210136,Female,14
8.294117647,6.186208624,15.20417629,4.134691641,Female,10
5.074074074,7.615791072,17.89384672,4.2402845,Female,5
13.33333333,6.748914038,16.75708401,4.272437242,Female,50
12.14285714,6.725033642,14.89116832,4.179087732,Female,30
11.07692308,6.576469569,18.07484437,4.211645447,Female,25
14,7.096721378,17.62276479,4.223814236,Female,10
15,7.845416037,13.56718319,4.211258241,Male,15
5.714285714,5.783825182,11.28998376,4.08361881,Male,5
2.674418605,6.200509174,13.49566852,4.138843186,Male,3
13.2,6.859614904,15.68835412,4.192069895,Male,20
12.5,6.514712691,12.43948894,4.209487615,Male,15
22.8,7.539558829,17.23824412,4.253542669,Female,25
4.217391304,5.955837369,15.20417629,4.153270519,Female,5
6.571428571,6.70073111,14.0937213,4.196492548,Female,5
5.7,6.00635316,12.81812162,4.107692015,U,11
11.66666667,6.710523109,17.08586353,4.185918848,Female,25
9,6.895682698,19.55360711,4.23007262,Female,10
16.25,7.720461695,18.2523975,4.193803312,Female,20
4,7.288927695,15.43120882,4.240077546,Female,4
13.33333333,5.749392986,13.32603129,4.13080398,Male,20
25,6.448889394,16.02506337,4.198060973,Female,25
9.333333333,6.415096959,13.82363633,4.141476848,Male,10
10.44444444,8.30844552,19.44657005,4.299862717,Female,10
3.6875,6.137727054,13.77766207,4.149740654,Female,4
13,6.818924065,15.48699248,4.208636508,Female,20
10.10526316,6.980075941,16.49803755,4.179834838,U,10
8.5625,6.81563999,15.95529329,4.184469608,Male,20
12.27272727,6.896694332,14.20347286,4.22607959,Female,20
11.66666667,6.49677499,15.20417629,4.161896302,Female,37
7.333333333,6.423246964,15.24245885,4.159998364,Female,10
3.411764706,6.854354502,15.79615685,4.185900501,Female,1
4.347826087,6.940222469,15.16571141,4.22461351,Male,5
23.75,7.40367029,13.95988917,4.048147387,Female,40
8.0625,7.229838778,16.80481043,4.200756078,Female,13
6.545454545,6.899723107,19.11833317,4.210199282,Female,4
14.625,7.245655068,17.92192328,4.243052773,Male,32
9.1,6.769641977,17.9778225,4.21229261,Female,15
12.14285714,7.060476366,18.31980326,4.219006408,Male,25
4.5,8.350666241,17.59375798,4.256624377,Female,7
13,6.948897222,15.74243025,4.195712686,Male,20
6.96,6.900730664,14.37586418,4.164229515,Male,15
4.583333333,6.249975242,13.73140249,4.127794734,Male,7
13.57142857,5.811140993,13.82363633,4.128731872,Male,20
7.375,6.693323668,15.86725799,4.200401531,Female,10
26.66666667,6.768493212,16.33210601,4.202828479,Male,20
10.125,6.109247583,15.88493918,4.167123107,Female,13
9.428571429,5.981414211,14.52360866,4.130789406,Female,14
12.5,6.735780014,14.26857425,4.196667902,Female,16
9.75862069,6.858565035,15.43120882,4.163419785,Female,10
10,7.481555702,17.70923704,4.18788316,Male,20
5.64,6.11368218,13.00003121,4.115931083,Male,10
15,5.872117789,15.20417629,4.14661774,Female,21
12.76,7.270312886,16.80481043,4.242463349,Male,200
8.235294118,6.06610809,14.95079844,4.142036739,Female,11
16,7.898039691,16.9464542,4.265395529,Female,21
8.833333333,5.843544417,13.22728763,4.035462824,Male,13
6.722222222,6.502790046,15.93775998,4.159975449,Female,5
28.83333333,8.642415156,18.36001674,4.335453873,Female,47
5,6.075346031,11.38844152,4.059989847,Female,5
12.2,7.193685818,18.50602228,4.236646145,Male,20
15,5.96100534,12.81812162,4.122642867,Male,20
17,6.588926478,11.73710972,4.211623566,Male,36
15,7.878155337,17.57921992,4.29451899,Male,25
11,6.444131257,15.61569918,4.183461934,Female,11
20,8.178638789,17.8656847,4.240513353,Female,25
11.6,6.704414355,16.34884404,4.205989455,Female,20
9,7.257707677,20.39309777,4.243188742,Female,15
5.279069767,6.089044875,14.54448728,4.159355077,Female,7
4.571428571,7.451241685,17.10121922,4.170367646,Female,5
9.529411765,6.693323668,16.24792133,4.198841143,Male,15
19.6,6.717804695,18.91850758,4.231411709,Female,26
15.83333333,7.764720545,14.89116832,4.187783938,Female,20
16.71428571,7.128495946,17.85157144,4.212921567,Female,22
9.769230769,7.73587032,20.06106808,4.239645547,Male,10
10.73684211,6.661854741,18.77870193,4.182142389,Female,10
10,7.707512195,19.99334994,4.249928583,Male,15
5.692307692,6.529418838,14.77054601,4.168047076,Male,7
10.33333333,6.320768294,14.52360866,4.162413795,Female,15
4.105769231,7.160069208,18.18450531,4.229158067,Male,4
4.4,6.577861358,16.48158747,4.217191337,Female,5
12.4,6.084499413,14.43952862,4.116960944,Female,10
11.85714286,7.378383713,15.86725799,4.18379881,Male,18
17.5,6.833031733,14.18164863,4.204303356,Female,21
10.8,6.924612396,15.74243025,4.238202113,Male,15
8.583333333,6.380122537,15.18496677,4.145782343,Female,7
7.75,6.768493212,16.89949218,4.178970863,Female,10
6.117647059,6.867974409,15.54239923,4.184246444,Female,5
23.9,7.431299675,18.41337009,4.241826548,Female,25
18.66666667,6.874198495,15.33738126,4.16978916,Male,25
6.083333333,6.270988432,13.12717347,4.138856838,Male,12
11.66666667,5.697093487,10.32610174,4.0305092,Female,15
8.363636364,6.363028104,15.0687375,4.158754608,Male,15
3.823529412,5.976350909,15.72444399,4.188709652,Male,5
4.017241379,5.96870756,12.46723114,4.118723147,Female,10
8.666666667,5.963579344,13.32603129,4.12471084,Female,32
15,6.198478716,13.17740476,4.172055114,Male,20
7.764705882,7.842278779,16.465106,4.186467886,Female,14
8.222222222,6.139884552,12.21340544,4.122362457,Male,8
13.33333333,7.431891917,17.1776034,4.273395814,Female,10
15,6.403574198,15.59743521,4.196182927,Female,15
12.5,7.800982071,17.38807784,4.23096721,Male,15
8.333333333,6.995766156,19.47045578,4.204490239,Male,8
20,6.405228458,16.97762412,4.186120468,Female,20
9.090909091,6.226536669,14.18164863,4.153706059,Male,14
8.75,6.049733455,13.54342221,4.121077032,Female,20
5.6,5.700443573,10.40296605,4.026019123,Female,10
8.411764706,7.138073034,14.60678968,4.123341157,Male,7
16,6.829793738,17.10121922,4.17847285,Female,38
12.33333333,6.666956792,17.35830989,4.157999737,Male,20
11,8.085486772,20.30559961,4.250942454,Male,15
12.6,7.145984468,14.99030523,4.217875538,Female,15
6.428571429,6.577861358,15.5791307,4.157976434,Male,6
10,6.597145702,15.63392285,4.222732659,Female,20
10,7.589335823,20.55519011,4.240178277,Male,10
15,7.044905117,17.50617936,4.178756297,Female,25
6.705882353,7.546974118,15.65210641,4.205966425,Female,5
10,6.801283034,18.5191849,4.204956078,Male,10
28.75,8.469891918,18.70158163,4.303832778,Female,40
9.545454546,6.563855527,14.46063421,4.171640715,Male,10
10,6.763884909,17.87977643,4.186276022,Female,15
13.55555556,5.533389489,9.584699913,4.027711724,Male,10
13,7.526178913,18.5191849,4.203646781,Male,20
9.5,6.458338283,18.06104582,4.189973668,Male,22
6.5625,7.356918242,16.91517397,4.214815436,U,7
8.296296296,7.137278437,19.69456073,4.231119644,Male,15
17.33333333,7.448333861,20.40398312,4.248641955,Male,25
13.8,6.783325201,18.03338731,4.187077878,Female,10
6.7,7.749753406,20.06106808,4.233051787,Female,13
17.16,6.538139824,15.02961748,4.152235847,Male,20
5.090909091,6.836259277,15.46844011,4.154752124,Male,5
9.857142857,7.104144093,17.99174486,4.274365254,Female,12
13.85714286,7.600402335,11.91973624,4.058294138,Female,10
13.75,5.966146739,13.73140249,4.153814697,Female,15
8.6,6.300785795,16.465106,4.146592121,Male,15
12.57142857,6.624065228,15.93775998,4.17758874,Female,15
6.666666667,7.278628942,19.76430145,4.206525477,Female,10
7.5,7.925880317,19.10596327,4.218322436,Female,12
7.571428571,7.26961675,15.29954541,4.229139447,Female,11
7.823529412,6.17586727,13.05116011,4.147549135,Male,7
3.161290323,6.680854679,14.52360866,4.163597735,Female,3
10.95454546,5.97126184,13.56718319,4.177223305,Male,20
4.814814815,8.581481681,18.75306377,4.292943281,Male,3
5.875,7.749753406,20.06106808,4.233051787,Male,10
8,6.56526497,12.18460903,4.15143857,Female,15
4.4,6.295266001,12.41163425,4.137746092,Female,5
11.33333333,6.577861358,16.74111725,4.171391368,Female,12
13.33333333,6.851184927,14.85116474,4.155098792,Female,25
22.5,7.383368147,18.5191849,4.246610602,Female,25
7.25,7.189922171,14.72992576,4.23827618,Female,15
15.8,7.233455419,17.10121922,4.233284887,Female,25
13,7.925157512,16.43204826,4.20310454,Male,20
10.33333333,7.571988449,17.43254663,4.200223835,Female,38
14.22222222,5.828945618,12.94853219,4.080417977,Female,20
15.16666667,7.696212639,15.88493918,4.196959551,Male,21
4.473684211,6.717804695,16.54720085,4.181200059,Male,4
7.894736842,6.289715571,14.41836535,4.165132503,Female,7
7.235294118,7.360739903,19.33836658,4.269991334,Female,11
2.361111111,5.017279837,12.65836714,4.113528399,Male,2
6.055555556,6.811244379,17.26841128,4.191669435,Male,5
5.909090909,5.638354669,12.54979372,4.08653775,Female,10
30,7.33823815,15.68835412,4.141956912,Male,50
5.2,5.768320996,13.8006846,4.127226041,Male,10
10.4,6.701960366,14.70953677,4.133428335,Female,12
22.5,6.54534966,15.39380721,4.149578288,Male,20
3.117647059,7.001245622,16.0942611,4.246019826,Male,2
25,6.839476438,15.76037768,4.126880565,Male,25
7.529411765,6.317164687,15.22334023,4.140484079,Male,9
11.51351351,6.295266001,13.66146857,4.119139871,Female,10
6.111111111,5.505331536,14.46063421,4.120587627,Female,6
10.5,6.748914038,15.97288437,4.190689992,Female,10
15,7.520776415,19.10596327,4.229244914,Male,25
7.12875,7.529943371,19.36251419,4.208718919,Female,20
6.916666667,7.44716836,19.15534935,4.280447157,Female,10
3.6875,6.061456919,13.93735133,4.124634288,Male,5
17.5,7.660585462,17.37320614,4.300084114,Female,25
20.26086957,6.748914038,15.97288437,4.190689992,Female,25
11.26666667,6.439350371,13.27682791,4.153258399,Male,10
24,8.620471541,20.81986806,4.283602736,Female,33
7.5625,6.514712691,12.18460903,4.073547516,Female,10
8.35,7.521859252,20.19517134,4.264701352,Female,20
5,6.536691598,13.02564152,4.166809891,Female,5
8.833333333,7.924795914,20.75695221,4.23929077,Male,10
4.5,7.866722285,18.2794177,4.199607798,Female,25
21,7.298445102,16.04241601,4.150920581,Male,23
13.57142857,7.416979621,18.08862254,4.223931573,Male,20
7,7.674617497,15.70641868,4.185551352,Male,5
21,5.693732139,12.54979372,4.045573067,Female,10
5.115384615,6.023447593,8.781311789,4.077093565,Female,10
9.384615385,6.54534966,15.20417629,4.173962971,Female,13
10.55,5.929589143,14.60678968,4.138021288,Female,10
12.2,5.855071922,13.20238937,4.121831075,Female,19
20,6.280395839,15.18496677,4.171204008,Female,20
25,7.00488199,19.85654416,4.227670781,Male,30
9.941176471,8.140607043,19.09357771,4.228460739,Male,15
15.85294118,6.857514063,14.66859938,4.177381472,Female,25
15,6.335054251,13.4476017,4.10024683,Female,22
6.352941177,7.090909822,17.32844334,4.204715638,Male,17
20,6.715383386,13.95988917,4.123325681,Female,20
10.0625,6.300785795,14.6480503,4.138446624,Female,10
15.53846154,6.977281342,19.04387785,4.213826129,Male,26
6.75,8.057060682,20.21735214,4.217696264,Female,9
5.127659575,7.912056888,15.22334023,4.186175394,Female,10
8.826086957,6.993015123,15.26153242,4.165483022,Male,10
10.19047619,6.747586527,17.68050362,4.200053953,Female,10
7.857142857,7.112327445,18.0056464,4.187232136,Female,5
5,6.863803391,15.68835412,4.167521519,Male,7
17.5,6.338594078,15.61569918,4.163597735,Female,20
3.931538461,7.203405521,17.57921992,4.181505495,Male,20
16,7.444833274,17.03963674,4.288952895,Female,45
2.463414634,6.324358962,13.4476017,4.106566206,Male,5
12.33333333,7.071573364,15.74243025,4.182860592,Male,21
9.090909091,7.556950572,16.24792133,4.217059533,Female,15
6,7.718685495,12.68524765,4.145885472,Male,6
10.54545455,6.818924065,15.83178309,4.208185909,Female,12
15,6.11368218,15.35623337,4.123372101,Female,20
10,6.983789965,16.17997058,4.25017282,Female,18
20,7.58171964,15.93775998,4.180037758,Female,10
13.2,6.692083743,15.90258311,4.186650314,Female,16
5.777777778,6.34738921,15.24245885,4.223716357,Male,7
6.222222222,6.045005314,13.84651779,4.128553914,Female,12
9.7,6.64898455,16.54720085,4.19621644,Male,15
13.24,6.983789965,17.65167977,4.223925058,Male,20
5.846153846,6.790097236,17.00868465,4.173759317,Female,6
15.33333333,6.892641641,17.23824412,4.201085444,Female,20
12,6.03787092,14.93097136,4.078064487,Male,17
9.75,6.862757913,17.37320614,4.203678134,U,14
9.689655172,6.278521424,15.77828648,4.156864271,Male,10
17.5,6.33150185,16.61232102,4.128137683,Male,30
8.25,6.196444128,13.6144764,4.121124293,Male,20
8.9375,6.748914038,15.97288437,4.190689992,Male,5
15.85,6.88550967,15.14640994,4.170744749,Female,30
8.333333333,7.062191632,18.42666161,4.237320724,Male,8
25,6.311734809,11.42092707,4.116045928,Female,30
4.8,5.963579344,12.57709679,4.09256245,Male,5
20,6.71417053,14.60678968,4.171183172,Male,20
11.28571429,6.318968114,15.43120882,4.146515232,Female,12
5.363636364,6.513230111,15.65210641,4.222594224,Female,10
8.111111111,6.883462586,18.18450531,4.227235707,Female,14
16,6.378426184,16.69304126,4.188279186,Female,20
7,6.146329258,12.89665646,4.122097048,Female,11
15,6.549650742,14.58607743,4.164096789,Female,20
7.285714286,6.12249281,14.50267386,4.169915619,Female,10
11,7.80016307,19.4585201,4.324058889,Female,12.5
6.590909091,6.403574198,15.6702501,4.155194248,Male,7
10.36363636,7.593374193,17.25334038,4.204030253,Female,14
11.66666667,6.710523109,14.52360866,4.1360539,Male,15
5.947368421,6.753437919,12.92264184,4.111419921,Male,7
15,6.559615237,16.43204826,4.133328423,Female,25
12.33333333,7.014814351,16.93082794,4.211914955,Male,15
17.42857143,6.234410726,14.87119175,4.131964412,Female,21
4.714285714,7.889833751,17.44732111,4.191843722,Male,4
5.7,7.064759028,13.4234493,4.08541953,Female,6
8.6,5.913503006,16.12864888,4.162087813,Male,15
16,6.366470448,13.59086772,4.160911345,Female,22
20,6.439350371,14.00476366,4.177825164,Female,50
9.090909091,6.697034248,15.70641868,4.212885518,Male,10
20,6.418364936,14.24693524,4.149540788,Male,20
11.53333333,7.156956365,13.73140249,4.167403213,Female,14
20,8.048788284,19.27773801,4.254370621,Male,20
6.296296296,5.81711116,13.4234493,4.12804831,Male,7
7.5,6.849066283,19.00643609,4.19428156,Female,10
11.625,6.616065185,15.12706208,4.183171052,Male,5
11.66666667,5.80814249,13.75456821,4.148018487,Male,51
10.66666667,6.259581464,10.44103052,4.100339592,Male,15
10.22692308,5.85220248,13.1019253,4.092483658,Female,12
7.5,6.735780014,16.67695692,4.191013463,Male,15
23.75,7.061334367,18.99392346,4.213611433,Male,60
17.5,6.188264123,15.29954541,4.147828429,Female,30
16.66666667,5.932245187,12.41163425,4.236269511,Female,20
14.2,6.588926478,17.31347285,4.187621388,Female,15
7.666666667,6.684611728,12.32738395,4.126730059,Female,5
11.83333333,6.418364936,13.47167456,4.151500087,Female,25
6.5,7.721791777,18.2659173,4.209398334,Male,10
13.5,7.577121931,15.41252942,4.174054499,Male,14
15,6.895682698,12.09747523,4.104032394,Female,15
13.69230769,8.123557835,20.19517134,4.27071647,Female,36
12.69230769,6.095824562,14.75026207,4.174915399,Female,12
23.66666667,7.012115294,17.80910171,4.204233193,Female,36
6.583333333,7.89319887,17.70923704,4.228523185,Male,13
15,6.599870499,17.31347285,4.195223573,Female,14
7,6.115892125,13.63800982,4.121878052,Female,10
15,6.523562306,16.83648441,4.173463385,Female,15
12.5,7.018401799,17.75216911,4.208816234,Male,15
3.25,5.023880521,12.09747523,4.115371776,Female,3
7.214285714,6.458338283,13.70816434,4.183011223,Male,13
11.66666667,6.719013154,17.1776034,4.179009833,Female,15
7.25,7.095893221,15.02961748,4.223271523,Female,10
10.25,6.748914038,15.97288437,4.190689992,Male,18
15,5.986452005,13.56718319,4.145148755,Male,5
8.615384615,4.852030264,15.50550297,4.167284788,Female,10
20.83333333,6.684611728,17.1776034,4.178120016,Male,25
23.85714286,6.628041376,17.11654848,4.191895956,Female,37
9.6,6.587550015,13.4476017,4.167036786,Female,2
9,6.748914038,15.97288437,4.190689992,Male,12
8.142857143,6.838405201,15.12706208,4.17699556,Male,7
15,5.894402834,8.981340128,4.112655523,Female,15
7.604651163,5.609471795,11.42092707,4.073683913,Male,8
15,5.774551546,13.95988917,4.131848858,Male,25
16.09090909,7.764720545,18.76589138,4.235634899,Female,20
30,8.069655307,20.32754379,4.230979413,Female,50
17.1,7.460490306,16.31533521,4.19250358,Male,20
8,7.069874128,19.20448787,4.235722457,Male,12
6.6,7.150701458,17.11654848,4.230244767,Female,10
9.25,7.393263095,17.78067943,4.287716988,Female,10
15,6.65544035,16.11147243,4.234087847,Male,21
7.5,6.196444128,14.43952862,4.157614656,Male,15
7.818181818,5.823045895,12.03875236,4.067760936,Male,5
22.22222222,6.536691598,15.41252942,4.164769936,Female,25
8.5,7.76937861,20.07231081,4.202891639,Female,8
3.8,7.211556733,18.41337009,4.265053431,Male,5
13.44444444,8.145259567,16.34884404,4.220570121,Male,10
5.25,6.561030666,14.24693524,4.188476685,Female,7
5.555555556,5.552959585,8.130518947,4.011310146,Male,5
3.518518519,6.849066283,17.13185142,4.19959967,Male,3
5.403846154,6.525029658,16.51445638,4.177884194,Male,7
8.227272727,6.539585956,16.75708401,4.185744434,Male,10
12.33333333,7.888334501,18.91850758,4.251204439,Male,21
9,7.448333861,17.68050362,4.232758192,Male,10
4.5,6.142037406,14.77054601,4.126730059,Female,7
7.083333333,6.527957918,15.76037768,4.178853877,U,15
3.703703704,6.704414355,16.39886315,4.269836459,Female,4
15,7.988542983,19.27773801,4.319879196,Male,15
8.45,5.986452005,14.29015237,4.14934059,Female,14
6.588235294,6.541029999,17.14712815,4.15238246,Female,8
10,7.54802897,17.13185142,4.261744404,Female,14
7.2,6.856461985,16.34884404,4.215697529,Male,5
7.090909091,6.551080335,17.37320614,4.200167236,Female,10
14.83333333,6.70073111,17.25334038,4.259532509,Male,15
10.33333333,6.444131257,14.46063421,4.188216274,Female,15
7.235294118,8.000349495,19.81052823,4.234554927,Female,15
24,8.198914445,14.07157963,4.248538745,Male,31
8.095238095,7.680637428,17.26841128,4.198340815,Female,10
6.052631579,6.782192056,17.13185142,4.163764321,Male,8
10.83333333,6.159095388,15.37504194,4.17027318,U,10
9.666666667,6.486160789,13.30147137,4.153742282,Female,20
11.4,7.309881486,16.709096,4.250218551,Female,5
20,6.548219103,16.67695692,4.169027527,Male,20
5,5.288267031,12.46723114,4.085148903,Male,5
13,6.380122537,17.19280214,4.166755804,Female,11
6.833333333,6.257667588,14.397144,4.155134597,Male,10
5.375,8.160518247,14.72992576,4.10800687,Male,5
15,7.703007682,13.05116011,4.092483658,Female,20
3.592592593,6.766191715,16.34884404,4.169567528,Male,3
30,6.466144724,14.81095815,4.166463304,Male,50
6.12,6.979145275,18.04722683,4.210560766,Female,8
20.83333333,7.029087564,15.92018998,4.24040178,Female,25
13,5.983936281,11.42092707,4.081771781,Male,19
7.285714286,6.56526497,14.41836535,4.194145124,Male,10
19.30769231,6.747586527,17.43254663,4.183340041,Male,20
11.66666667,7.821643126,18.80427206,4.265793181,Male,10
15,6.077642243,12.09747523,4.104751225,Male,25
