HV1,IC1,IC2,IC3,IC4,IC5,AVGGIFT,TARGET_D
813,239,368,301,411,16248,6.571428571,5
406,186,226,183,203,8797,5.7,11
821,403,417,474,500,15040,11.66666667,25
988,587,601,634,635,20943,9,10
2254,484,479,542,518,15930,16.25,20
1464,305,413,377,472,22648,4,4
314,206,224,236,280,10245,13.33333333,20
632,338,359,370,422,16437,25,25
611,227,243,294,305,11010,9.333333333,10
4058,578,701,671,797,37190,10.44444444,10
463,225,274,278,319,11650,3.6875,4
915,308,357,367,438,17783,13,20
1075,366,449,373,455,14394,10.10526316,10
912,334,393,375,453,14883,8.5625,20
989,244,341,311,400,20306,12.27272727,20
663,293,315,305,340,12675,11.66666667,37
616,295,311,316,341,12508,7.333333333,10
948,325,353,367,398,15038,3.411764706,1
1033,291,385,353,464,20078,4.347826087,5
1642,233,236,273,262,6065,23.75,40
1380,385,449,417,485,16768,8.0625,13
992,551,568,573,602,17993,6.545454545,4
1402,460,545,548,628,23187,14.625,32
871,464,501,503,539,18279,9.1,15
1165,489,514,519,539,19234,12.14285714,25
4233,437,535,541,597,25851,4.5,7
2602,984,1018,927,980,33217,10,10
1042,322,421,378,476,16155,13,20
993,252,291,316,344,12884,6.96,15
518,223,256,273,302,10041,4.583333333,7
334,227,265,269,307,10104,13.57142857,20
807,329,374,390,422,16724,7.375,10
870,356,405,361,420,17028,26.66666667,20
450,330,344,357,372,13149,10.125,13
396,259,290,288,319,10244,9.428571429,14
842,247,266,277,321,16269,12.5,16
952,305,389,377,413,12811,9.75862069,10
1775,445,443,490,469,15256,10,20
1429,724,759,755,813,34070,5.1875,6
452,193,256,230,270,9283,5.64,10
355,293,312,312,320,11403,15,21
1437,385,444,480,551,23079,12.76,200
431,280,314,310,347,11052,8.235294118,11
2692,394,512,476,581,27770,16,21
345,202,206,208,209,5623,8.833333333,13
1565,717,780,704,784,27276,6.1,6
667,333,380,345,395,12506,6.722222222,5
5667,492,808,594,848,51280,28.83333333,47
435,137,155,192,209,6516,5,5
1331,503,579,561,635,22045,12.2,20
388,186,198,209,220,9703,15,20
727,148,383,260,463,18187,17,36
2639,436,594,584,764,35502,15,25
629,315,361,324,365,14775,11,11
3564,456,534,518,594,22726,20,25
816,357,384,413,458,17434,11.6,20
1419,661,697,700,741,23212,9,15
441,260,321,300,353,12452,5.279069767,7
1722,404,420,411,433,13454,4.571428571,5
807,351,388,377,420,16532,9.529411765,15
827,535,542,598,597,21162,19.6,26
2356,277,359,359,401,15245,15.83333333,20
1247,455,469,471,496,18366,16.71428571,22
2289,631,647,657,679,22571,9.769230769,10
782,524,469,565,545,14635,10.73684211,10
2225,625,632,662,674,24493,10,15
685,271,314,339,396,13235,5.692307692,7
556,259,275,268,258,12721,10.33333333,15
1287,479,508,567,616,20795,4.105769231,4
719,365,561,430,519,18970,4.4,5
439,255,262,303,294,9346,12.4,10
1601,329,351,453,492,14811,11.85714286,18
928,243,310,396,472,17216,17.5,21
5828,856,1043,854,976,40064,10.66666667,20
1017,322,521,407,590,22316,10.8,15
590,292,341,333,362,11338,8.583333333,7
870,391,426,425,461,14305,7.75,10
961,311,352,376,430,14859,6.117647059,5
1688,496,520,521,564,22963,23.9,25
967,300,348,342,412,13399,18.66666667,25
529,198,218,257,291,10816,6.083333333,12
298,107,125,143,173,5461,11.66666667,15
580,286,343,324,377,12400,8.363636364,15
394,321,367,349,420,15348,3.823529412,5
391,173,216,236,271,9455,4.017241379,10
389,206,289,269,319,9837,8.666666667,32
492,200,244,243,288,13616,15,20
2546,364,389,444,462,15100,7.764705882,14
464,164,257,224,285,9685,8.222222222,8
1689,409,572,522,672,29672,13.33333333,10
604,314,337,304,327,16211,15,15
2443,423,502,506,580,21089,12.5,15
1092,580,587,620,631,17240,8.333333333,8
605,396,454,426,486,15062,20,20
506,243,285,294,336,11973,9.090909091,14
424,215,255,242,277,9603,8.75,20
299,109,186,136,178,5319,5.6,10
1259,263,280,333,356,9748,8.411764706,7
925,404,432,427,457,14254,16,38
786,421,460,393,453,12335,12.33333333,20
3247,653,666,722,732,24693,11,15
1269,282,448,397,519,19069,12.6,15
719,313,337,373,391,12333,6.428571429,6
733,316,378,374,412,19790,10,20
1977,676,693,751,768,22666,10,10
1147,431,487,460,514,14283,15,25
1895,317,389,405,471,17431,6.705882353,5
899,504,500,510,502,17300,10,10
4769,518,660,607,757,38507,28.75,40
709,256,271,291,327,13576,9.545454546,10
866,457,458,501,506,15079,10,15
253,89,125,139,167,5372,13.55555556,10
1856,504,523,516,536,17132,13,20
638,470,483,488,521,15490,9.5,22
1567,392,391,434,409,18631,6.5625,7
1258,599,634,649,692,21114,8.296296296,15
1717,662,681,708,741,24242,17.33333333,25
883,468,503,493,517,15167,13.8,10
2321,631,638,713,718,21434,6.7,13
691,284,294,319,337,11852,17.16,20
931,307,318,332,343,12060,5.090909091,5
1217,465,506,556,598,29913,9.857142857,12
1999,154,163,215,220,6449,13.85714286,10
390,223,309,290,359,11982,13.75,15
545,364,382,400,416,11401,8.6,15
753,333,393,371,425,14164,12.57142857,15
1449,605,618,635,657,17504,6.666666667,10
2768,550,578,619,679,19134,7.5,12
1436,298,378,395,466,20792,7.571428571,11
481,195,248,265,307,11476,7.823529412,7
797,259,378,318,392,12827,3.161290323,3
392,216,238,322,355,14127,10.95454546,20
5332,522,546,677,744,35022,4.814814815,3
2321,631,638,713,718,21434,5.875,10
710,163,354,247,353,11787,8,15
542,171,172,228,237,10735,4.4,5
719,381,398,389,410,13552,11.33333333,12
945,275,324,317,347,12089,13.33333333,25
1609,504,592,579,663,23852,22.5,25
1326,269,401,347,476,22329,7.25,15
1385,404,464,495,545,21473,15.8,25
2766,362,433,398,439,17063,13,20
1943,426,444,439,523,16702,10.33333333,38
340,191,221,208,237,7393,14.22222222,20
2200,330,348,442,501,16304,15.16666667,21
827,369,415,386,430,14536,4.473684211,4
539,254,348,297,343,12966,7.894736842,7
1573,569,572,709,702,28844,7.235294118,11
151,180,208,230,273,9138,2.361111111,2
908,415,422,465,471,15683,6.055555556,5
281,176,207,208,235,7683,5.909090909,10
1538,319,305,349,351,11046,30,50
320,226,310,282,324,10003,5.2,10
814,268,282,298,312,10427,10.4,12
696,303,339,323,369,11637,22.5,20
1098,342,455,428,544,23740,3.117647059,2
934,323,373,376,400,9980,25,25
554,294,319,287,344,10936,7.529411765,9
542,220,252,272,298,9481,11.51351351,10
246,256,269,276,297,9572,6.111111111,6
0,0,0,0,0,0,10.5,10
1846,550,633,609,691,20809,15,25
1863,571,563,575,559,17794,7.12875,20
1715,554,750,626,837,31480,6.916666667,10
429,232,259,253,286,9832,3.6875,5
3626,749,785,795,838,30685,12.3125,20
2123,422,838,611,883,37262,17.5,25
0,0,0,0,0,0,20.26086957,25
626,204,210,238,255,11936,11.26666667,10
5544,701,761,769,815,32332,24,33
675,163,209,194,230,7083,7.5625,10
1848,643,688,705,765,27612,8.35,20
690,194,371,263,411,13120,5,5
2765,695,709,733,753,22508,8.833333333,10
2609,486,497,542,555,16626,4.5,25
1478,339,383,334,354,11745,21,23
1664,472,501,525,568,19973,13.57142857,20
2153,320,379,360,397,15000,7,5
297,176,178,185,187,5972,21,10
413,72,306,132,246,7241,5.115384615,10
696,293,365,336,382,13802,9.384615385,13
376,263,303,287,316,10755,10.55,10
349,201,272,214,281,9651,12.2,19
534,292,306,363,388,13534,20,20
1102,613,639,648,676,20557,25,30
3431,549,626,610,664,20683,9.941176471,15
951,266,391,318,401,14143,15.85294118,25
564,211,251,254,285,8384,15,22
1201,419,465,449,474,17269,6.352941177,17
825,233,239,290,301,9747,20,20
545,265,281,312,328,10786,10.0625,10
1072,545,597,600,602,18492,15.53846154,26
3156,645,650,653,664,19043,6.75,9
2730,294,304,391,447,15068,5.127659575,10
1089,296,324,328,352,12998,8.826086957,10
852,443,446,480,497,16681,10.19047619,10
1227,466,463,488,493,15184,7.857142857,5
957,319,360,365,400,13186,5,7
566,315,310,326,329,12827,17.5,20
1344,436,468,439,472,14568,3.931538461,20
1711,400,806,566,810,33841,16,45
558,211,227,247,285,8733,2.463414634,5
1178,322,384,370,444,14711,12.33333333,21
1914,351,399,392,437,18951,9.090909091,15
2250,181,159,192,167,11346,6,6
915,327,461,387,512,17723,10.54545455,12
452,301,318,309,343,9750,15,20
1079,347,714,519,756,24541,10,18
1962,333,373,384,420,14415,20,10
806,331,420,382,447,15120,13.2,16
571,295,319,317,363,19940,5.777777778,7
422,228,269,254,303,10092,6.222222222,12
772,369,365,447,446,16215,9.7,15
1079,441,452,502,536,19972,13.24,20
889,398,488,450,495,13782,5.846153846,6
985,413,453,449,478,16809,15.33333333,20
419,279,295,296,303,7285,12,17
956,422,469,476,516,17136,9.75,14
533,324,336,337,348,12238,9.689655172,10
562,373,375,378,388,10064,17.5,30
491,218,255,248,283,9606,8.25,20
0,0,0,0,0,0,8.9375,5
978,290,324,349,381,13490,15.85,30
1167,497,503,547,575,22162,8.333333333,8
551,138,214,212,291,9290,25,30
389,177,218,211,248,7982,4.8,5
824,263,289,313,352,13532,20,20
555,305,299,331,319,11395,11.28571429,12
674,317,402,458,553,19769,5.363636364,10
976,479,515,536,571,20488,8.111111111,14
589,378,384,410,422,15300,16,20
467,189,231,237,269,9668,7,11
699,262,208,301,299,12872,15,20
456,258,311,314,381,13411,7.285714286,10
2441,579,740,697,866,46160,11,12.5
604,318,338,356,376,12097,6.590909091,7
1985,414,446,467,490,17181,10.36363636,14
821,259,298,304,334,10613,11.66666667,15
857,190,223,243,297,9013,5.947368421,7
706,362,376,379,394,10420,15,25
1113,393,505,428,493,18227,12.33333333,15
510,276,338,305,347,10325,17.42857143,21
2670,427,502,496,551,15703,4.714285714,4
1170,210,220,252,255,7629,5.7,6
370,344,364,368,384,12692,8.6,15
582,217,363,275,375,12588,16,22
626,235,289,290,351,14188,20,50
810,320,354,368,393,18361,9.090909091,10
613,246,290,296,335,11634,20,20
1283,223,292,295,359,13175,11.53333333,14
3130,564,624,631,682,25384,20,20
336,210,272,251,299,10058,6.296296296,7
943,542,578,530,545,15986,7.5,10
747,289,318,347,387,14744,11.625,5
333,224,273,281,322,11513,11.66666667,51
523,110,174,182,278,8389,10.66666667,15
348,197,223,239,265,7978,10.22692308,12
842,377,375,446,461,15608,7.5,15
1166,541,577,589,609,18462,23.75,60
487,298,322,328,360,11498,17.5,30
377,171,199,219,187,21980,16.66666667,20
727,418,466,425,481,15227,14.2,15
800,168,227,225,274,9970,7.666666667,5
613,212,245,294,355,11792,11.83333333,25
2257,485,541,488,523,17885,6.5,10
1953,304,353,337,380,13811,13.5,14
988,160,164,223,244,8591,15,15
3373,643,682,699,729,29018,13.69230769,36
444,270,318,310,364,13896,12.69230769,12
1110,452,474,532,542,17207,23.66666667,36
2679,445,470,535,572,20693,6.583333333,13
735,418,571,461,553,16097,15,14
453,219,264,263,299,9654,7,10
681,387,422,428,477,13753,15,15
1117,448,478,467,500,17807,12.5,15
152,160,174,195,225,9249,3.25,3
638,222,307,230,286,14727,7.214285714,13
828,409,426,419,463,14309,11.66666667,15
1207,284,303,458,488,19872,7.25,10
0,0,0,0,0,0,10.25,18
398,216,258,275,308,11289,15,5
128,309,345,340,363,13164,8.615384615,10
800,409,448,433,478,14218,20.83333333,25
756,405,423,394,430,15709,23.85714286,37
726,211,255,270,312,13141,9.6,2
0,0,0,0,0,0,9,12
933,289,332,349,379,14104,8.142857143,7
363,76,127,115,158,9086,15,15
273,138,150,152,163,7089,7.604651163,8
322,233,258,291,320,10317,15,25
2356,523,560,560,615,21871,16.09090909,20
3196,655,692,695,731,21091,30,50
1738,355,375,387,395,15779,17.1,20
1176,558,608,609,672,21886,8,12
1275,405,453,500,545,20971,6.6,10
1625,450,531,578,660,33485,9.25,10
777,343,370,481,525,21608,15,21
491,255,331,314,349,12302,7.5,15
338,158,195,197,227,6834,7.818181818,5
690,304,334,353,383,12933,22.22222222,25
2367,632,623,635,616,17036,8.5,8
1355,496,567,593,670,27692,3.8,5
3447,357,400,451,503,19465,13.44444444,10
707,246,283,291,327,15322,5.25,7
258,60,120,89,209,4884,5.555555556,5
943,406,502,453,515,16625,3.518518519,3
682,367,432,395,448,14194,5.403846154,7
692,382,406,419,446,15021,8.227272727,10
2666,535,609,612,653,24745,12.33333333,21
1717,443,511,588,645,21385,9,10
465,271,313,312,336,9970,4.5,7
684,323,386,388,430,14293,7.083333333,15
816,360,515,509,635,28807,3.703703704,4
2947,564,658,665,754,44438,15,15
398,248,303,292,337,11618,8.45,14
693,407,399,390,386,11864,6.588235294,8
1897,406,519,476,664,26951,10,14
950,357,449,420,469,18756,7.2,5
700,422,479,452,473,16695,7.090909091,10
813,414,495,499,561,26469,14.83333333,15
629,256,339,319,420,15293,10.33333333,15
2982,609,660,635,713,21687,7.235294118,15
3637,238,399,367,523,24222,24,31
2166,415,402,457,445,16471,8.095238095,10
882,406,431,419,444,12842,6.052631579,8
473,302,364,319,409,13445,10.83333333,10
656,205,238,255,285,11976,9.666666667,20
1495,379,463,497,597,24550,11.4,5
698,377,395,382,407,13327,20,20
198,173,209,208,238,7616,5,5
590,410,439,433,456,13115,13,11
522,253,319,276,345,12092,6.833333333,10
3500,269,264,292,285,8815,5.375,5
2215,195,260,263,292,7978,15,20
868,357,382,382,397,13378,3.592592593,3
3671,1107,1158,1043,1108,37135,5.357142857,5
643,273,297,298,321,13088,30,50
1074,469,472,510,516,18042,6.12,8
1129,332,445,429,537,22706,20.83333333,25
397,138,168,216,245,7456,13,19
710,254,287,325,391,15970,7.285714286,10
852,426,438,455,485,14762,19.30769231,20
2494,526,643,639,728,27861,11.66666667,10
436,160,206,214,258,8631,15,25
707,263,306,321,362,13242,6.266666667,10
2798,425,428,469,474,21926,14.5,15
497,207,250,254,303,10030,20,20
150,162,197,198,239,8299,6.333333333,10
2833,207,172,282,278,15398,3.705882353,3
363,274,324,283,331,10120,6.8,10
2156,331,319,419,401,24742,11.625,10
1353,218,349,290,371,14010,7.05,9
475,239,295,291,319,10528,7.5625,11
1269,512,574,540,597,20906,4.254901961,10
376,268,339,304,344,11979,6.217391304,15
2172,427,625,561,805,34738,3.25,10
637,339,394,380,411,13370,4.5,5
1038,482,535,580,626,24816,8.1,11
1149,504,526,550,580,19641,11.5,10
1034,511,511,656,610,30595,15,15
241,164,241,231,290,9397,8.466666667,5
318,70,181,115,178,6296,20,5
530,236,307,296,359,12208,9.310344828,12
1202,256,281,308,325,14662,8.611111111,13
2123,458,480,517,539,16611,24.11538462,25
332,219,257,261,296,9763,7.133333333,10
638,220,243,255,291,11076,15.66666667,20
2698,563,593,572,599,18228,10.81818182,5
1537,791,783,916,949,32640,11.0625,12
2074,495,515,560,586,20386,6.5,7
2667,481,577,579,671,23903,7.666666667,15
469,214,260,271,313,10164,7.465116279,12
883,322,351,344,351,13596,12.5,20
5879,703,976,794,930,57390,5.8,6
451,225,261,262,294,10244,15,10
1979,350,640,526,738,42356,16,26
581,315,368,378,411,16473,10.85714286,15
2012,225,316,294,374,16165,15.66666667,20
1250,218,459,328,441,13293,8.65,10
1832,322,351,380,413,14151,4.923076923,5
962,270,439,379,529,15220,13,20
1079,623,614,650,648,20170,27,10
2149,267,330,327,394,15083,4,4
749,316,339,378,412,15051,8.333333333,5
709,504,515,522,539,17801,9.9375,12
365,215,249,269,296,9330,13.33333333,15
845,334,351,496,511,25715,4.875,5
897,208,240,259,317,13239,12.33333333,20
1752,849,869,914,931,35260,14,15
608,331,365,406,463,14087,4.4,5
919,413,538,446,532,17653,8.307692308,10
313,159,256,220,274,7661,16.25,35
655,236,264,311,331,11094,6.933333333,11
1809,742,753,804,816,27926,11.1,21
4474,467,608,583,687,27544,10,15
435,353,399,345,373,13341,10,13
1493,564,622,655,698,27377,22.18181818,21
321,170,189,233,271,9720,10,5
793,429,454,447,458,12976,6.615384615,10
1123,733,742,750,761,25350,8.3,10
620,236,270,279,309,10406,12.36142857,16
1852,550,561,602,614,17690,7.368421053,7
904,339,394,391,435,16711,5.5625,11
459,133,195,237,258,13898,3.52173913,6
1625,196,197,238,256,10679,6.214285714,10
1187,400,448,438,469,21608,11.66666667,25
804,426,445,454,470,14328,20,20
3799,821,828,881,882,34354,8.5,6
1602,309,477,429,565,19258,7.875,15
843,423,424,475,486,16476,10.72727273,21
466,300,330,328,366,11683,12.2631579,20
602,336,366,363,391,12418,8,15
1546,320,388,379,421,13648,7,10
505,205,211,235,253,9545,18.41666667,28
1828,423,684,508,768,25807,11,20
0,0,0,0,0,0,9.7,15
368,171,200,227,245,10255,7.75,11
788,71,119,116,155,6409,8.2,8
2959,404,434,500,536,19718,9.444444444,10
754,290,315,303,332,10677,16,20
5294,1035,1165,1012,1065,60053,13,30
929,327,369,314,352,12995,8.5,12
2041,856,858,943,950,43661,9.833333333,17
1502,317,352,389,413,16754,11.66666667,2
977,507,550,545,607,20794,11.5,18
238,176,225,233,287,10253,6.636363636,9
925,129,363,215,441,18634,15.46428571,25
0,338,338,343,343,11558,14.16666667,15
1964,401,487,419,540,15640,10.16666667,13
1040,507,569,566,590,21442,20.83333333,25
586,323,327,334,335,8833,8.818181818,15
2258,360,428,398,470,15758,13.63636364,30
1217,567,614,608,644,20593,19,25
512,269,329,295,357,12842,14,25
1305,407,409,489,509,21937,18.33333333,25
603,332,347,338,377,12887,15,25
390,193,245,249,288,9517,5.272727273,10
1375,353,383,362,475,16388,9.5625,10
429,179,282,239,316,11722,16,37
927,321,382,378,437,14005,16.66666667,20
693,343,357,367,383,9139,20,15
825,266,263,405,419,17633,4.764705882,5
1299,577,589,590,596,19461,4,12.5
1314,339,453,413,493,19845,11.19047619,13
1257,356,358,427,445,17145,6.384615385,17
489,191,221,244,277,8579,9.2,21
435,244,298,281,329,10692,15,15
2075,723,743,823,845,29233,5.517241379,6
600,379,417,376,399,13988,6.333333333,10
380,229,277,299,351,11773,11.66666667,25
483,341,393,382,430,14629,38,25
1167,267,274,323,349,14192,15,15
0,0,0,0,0,0,22.5,25
691,263,308,327,360,12166,9.866666667,15
359,88,218,159,329,10543,3.583333333,10
1869,559,560,577,600,20539,6.157894737,5
5951,1184,1330,1060,1093,80928,7.083333333,10
1903,213,265,274,379,20833,18.5,24
809,159,191,209,227,7074,4.585714286,8
1485,399,478,432,469,15254,12.875,16
2380,420,490,567,586,32129,8.47826087,15
533,176,189,216,242,12595,13,22
561,493,529,506,540,16623,5.2,5
613,259,348,299,402,17455,7.076923077,10
652,247,354,306,381,13469,8.222222222,7
844,263,286,323,352,12936,15.53571429,20
713,240,242,261,248,10128,10.55555556,17
1290,515,559,575,624,17626,10,15
1724,455,462,492,539,20019,8.647058824,15
1671,662,664,700,711,23530,9.2,15
294,168,227,211,256,8274,18.125,35
3454,470,571,553,665,34702,13.5625,10
2250,254,319,333,415,24752,7.142857143,13
556,246,277,292,330,10272,9.818181818,12
724,158,213,226,277,11223,5.057142857,5
353,179,220,221,258,9059,9,10
931,155,192,180,222,7968,5.571428571,10
1074,481,504,560,590,18586,7,12
625,375,379,395,413,14065,12.57142857,20
500,155,385,263,423,13674,7,9
3410,710,941,775,932,47973,25,25
1598,510,514,557,568,17443,25.8,100
518,303,318,313,346,11266,13.27586207,11
369,251,305,295,346,11275,5.625,10
2670,394,493,461,574,24896,35,50
2257,695,729,737,764,26427,4.75,5
1074,505,524,528,553,16470,28,30
621,254,374,315,387,13234,9.6,18
845,289,372,358,436,16460,9.9375,14
720,364,416,450,521,18273,17.89473684,24
476,202,274,236,304,10581,23.85294118,8
295,182,219,242,285,10151,9.454545455,15
2188,71,185,105,313,7591,15,15
1184,324,341,352,368,13817,9.875,20
5209,1054,1220,1058,1128,52654,30.94117647,38
550,306,360,349,390,15148,5.866666667,10
979,378,547,447,591,18088,7.285714286,7
364,312,335,293,315,9474,9.25,20
657,193,353,284,380,13016,7.85,10
498,243,284,285,326,11462,7.833333333,10
1424,454,469,500,523,15634,11,10
657,265,293,303,325,12509,9.472222222,10
974,395,475,417,441,16289,4.35,5
714,425,434,419,432,13695,9.083333333,15
2259,557,567,600,603,18914,6.4,10
402,186,240,230,287,10573,37.2,20
493,220,252,264,324,12802,13.3,20
899,479,486,542,535,15544,9.444444444,10
373,180,219,229,266,9273,18.33333333,25
1058,286,376,305,439,21636,19.83333333,15
383,178,190,227,228,7456,23.66666667,50
205,189,221,217,255,8737,5.166666667,5
782,223,341,272,357,11910,10.23076923,20
2430,604,610,659,669,20529,9.5,20
859,443,481,482,517,16878,33.33333333,50
482,273,305,286,326,10431,10.7,16
402,194,229,234,267,8742,12,15
1611,320,404,404,456,18475,10,15
565,332,406,370,383,15523,10.55555556,15
412,215,259,271,315,9706,6.444444444,10
494,259,306,296,333,10812,4.102564103,5
864,388,480,402,511,17015,8.230769231,8
670,231,287,282,290,9443,11.66666667,20
2792,517,575,621,668,23627,15,15
5811,1040,1179,966,1078,61440,16.5,20
219,125,177,183,205,6279,12.33333333,10
423,256,296,295,344,10311,11,20
1749,234,281,291,327,14571,27.5,100
1380,533,546,557,569,16359,8.6,11
492,244,260,284,301,10818,19.375,25
945,398,578,446,563,19790,17.18181818,23
2423,527,561,578,610,19438,21.66666667,10
470,235,292,275,318,8963,12.5,15
710,236,388,313,400,12318,13.57142857,10
152,152,200,204,267,9395,14.66666667,20
702,403,423,419,468,14780,8.538461539,10
1211,192,216,227,261,16915,35,25
507,243,335,265,326,10337,11.66666667,10
581,231,267,288,332,11794,14,25
595,289,346,330,381,13060,14.18181818,10
737,302,383,357,445,14822,5.071428571,5
1488,513,535,581,617,21342,14.75,20
768,256,310,323,385,13696,16.75,22
616,324,334,348,361,15746,8.5,9
915,380,414,408,470,14936,6.5,10
508,290,299,299,323,11219,5.571428571,8
3304,567,614,629,669,21745,32.5,35
746,366,409,399,433,13901,9.818181818,10
503,239,275,287,324,10308,20,15
1338,418,449,419,460,15772,9.166666667,11
969,490,531,504,546,17803,9.666666667,10
707,282,393,383,474,15832,4.176470588,10
2143,280,353,328,373,12935,9.260869565,14
568,375,406,429,459,15234,7.80952381,12
1155,612,639,653,686,20398,9,20
725,301,340,361,436,18837,4.111111111,5
4507,842,1004,893,962,54642,20,20
1783,577,603,609,653,26826,20,20
1568,328,406,375,451,17761,10.19047619,15
2098,305,311,352,368,13564,6.076923077,10
694,205,254,227,285,15860,19.875,27
693,399,415,446,481,15421,10.11111111,21
1495,323,334,348,351,14923,5.714285714,7
1348,662,712,752,788,30766,6.2,7
654,355,356,363,364,11089,9.764705882,20
1443,280,272,329,328,6221,10.4,19
904,438,521,508,590,23633,3.62962963,4
2660,626,621,671,665,20847,11.18918919,15
376,178,195,231,256,8246,9.411764706,10
1070,271,388,330,394,13186,8.25,15
1852,550,561,602,614,17690,25,10
1506,517,573,632,711,39301,32.91666667,50
529,317,340,319,326,12494,10.5,15
710,402,429,433,457,14119,10.71428571,11
1887,591,801,672,829,47673,15,25
2152,389,634,501,738,28753,11.1,11
3314,781,755,820,828,25608,11.66666667,10
1387,406,464,403,442,12732,11.4,17
2360,772,803,848,875,29951,8.4,26
1834,442,371,441,420,11448,14.8,21
1714,411,467,501,537,18267,10,20
1357,521,534,571,587,20642,9.266666667,12.5
404,277,279,322,339,10275,7.307692308,20
364,144,143,193,201,7571,3.086956522,5
1406,431,536,453,556,21369,15,21
1073,377,407,411,456,15296,11.66666667,10
679,350,374,377,402,11290,13,16
578,242,306,279,328,12451,9.857142857,10
5982,1500,1500,1214,1228,106273,22.5,22
4764,784,791,829,844,33464,20,20
747,369,457,396,488,18371,15,17
590,267,319,304,322,8625,15,10
575,249,282,290,316,9843,10,20
1175,272,318,376,396,12987,10.25,15
443,231,288,281,323,11042,36.11111111,50
640,376,404,384,411,12455,14,20
1765,327,465,442,562,27674,22.38095238,33
751,405,419,407,427,14202,5,5
477,265,305,309,359,11854,15,25
2105,301,314,372,395,13279,15.33333333,20
866,399,426,446,475,10550,8.166666667,25
396,248,274,284,304,10419,3.125,3
952,358,432,423,461,16123,26.66666667,10
809,303,319,342,361,11303,16.33333333,25
225,157,204,217,263,8947,18.08333333,26
659,272,303,309,347,11918,5.55,5
403,327,375,304,364,15337,7.32,10
896,336,362,389,418,14513,20,20
809,358,389,411,446,16099,13.71428571,15
652,427,458,467,491,15375,14.15789474,20
904,498,521,534,571,17711,10,20
1034,488,524,515,555,19446,15,11
519,247,273,291,326,11266,8,5
404,238,282,268,310,9714,9.6,10
472,225,250,290,336,13758,9.52173913,11
1818,258,316,299,350,10324,13.7,15
1108,371,395,393,408,13661,21.66666667,25
454,283,313,359,448,14140,11.2,15
372,162,200,218,252,8791,5.583333333,5
5946,1500,1500,1289,1377,130295,13.875,20
608,165,173,219,254,10193,9.375,10
860,409,469,442,479,16458,12.5,15
2357,937,1099,932,1058,49854,6.9,20
1126,243,261,275,285,8614,20.8,25
584,282,314,318,347,13789,10.4,15
552,250,281,291,328,12888,7.777777778,10
1662,777,831,808,871,37242,13.57142857,20
1426,217,267,295,306,7808,8,5
604,233,306,277,341,12958,5.052631579,5
734,310,348,365,399,12868,16.5,10
3260,509,542,552,581,19165,13,10
1462,600,639,627,655,21328,15,15
477,278,321,303,375,11950,8.571428571,15
5000,850,931,862,931,39028,25,30
863,274,325,368,446,22486,68.8,75
3306,1090,1109,1060,1065,34893,15.1,21
1363,491,524,581,616,23656,7.75,8
172,187,252,229,278,9821,4.965517241,4
2776,651,667,715,717,19603,12.5,14
469,223,250,241,270,8518,21.63636364,25
1315,304,369,355,409,15193,27.5,10.7
763,316,334,378,398,12903,5.5,8
927,388,464,391,431,15328,30,40
901,409,472,459,504,14154,15,23
430,236,333,314,388,13227,9,5
1499,408,419,444,479,15991,9.2,15
4778,792,981,849,987,35530,19.25,25
499,247,283,273,331,12213,13.5,10
626,356,388,392,440,16309,9.8,11
396,248,274,284,304,10419,9.727272727,14
931,416,636,543,725,29273,15,15
575,425,422,449,451,12960,17.14285714,26
5725,610,763,698,807,53158,23.72727273,45
675,221,280,328,391,13684,12.14285714,25
195,131,148,159,179,5727,4.302325581,5
1773,292,306,346,367,12551,15,10
5000,303,400,427,546,29754,11.25,10
549,401,459,435,475,16638,6.75,7
1654,159,203,266,313,8018,10,15
778,377,422,447,527,17251,5.821818182,12
3157,1012,963,993,988,41173,16.25,20
658,166,143,206,212,7704,11.33333333,10
841,334,409,378,462,17676,10,5
832,326,356,352,386,12220,18.85714286,32
886,367,458,433,497,17984,11.28571429,30
1782,537,704,650,749,28303,18.125,25
435,174,209,256,289,7881,12.83333333,10
3451,599,636,645,691,22424,15,20
803,423,512,467,508,19029,11.66666667,15
1705,512,565,610,659,20460,12.5,25
1188,338,449,373,458,22782,8.2,11
1679,341,448,424,547,26847,13.71428571,10
740,279,295,358,398,12653,31.75,16.87
900,470,473,517,530,16360,25,25
593,258,298,274,299,10186,5.266666667,5
591,194,200,233,237,8445,7.619047619,10
996,277,284,300,330,8189,5.25,5
782,350,405,399,449,13972,7.857142857,6
3839,683,669,706,729,26731,11.85714286,20
958,467,499,525,582,18211,7.6,10
472,166,218,257,302,8760,9.777777778,10
3261,364,430,482,523,19895,8.25,20
620,232,288,284,331,11354,9.729166667,21
1152,522,563,585,649,22796,7.333333333,10
486,247,273,346,393,15388,13.66666667,15
1544,347,425,397,491,17511,9.5,15
759,231,313,278,375,18896,11.25,21
987,430,469,476,521,18625,10,16
397,184,219,237,285,9831,9.333333333,20
1971,553,605,559,607,17576,15,21
2780,574,587,653,677,29871,9.828571429,10
1938,171,174,197,205,7708,10.06060606,15
392,218,239,265,300,10421,4.266666667,4
1654,305,343,377,457,18438,20,20
514,205,224,226,238,8533,10,10
853,289,450,331,440,17351,9.75,13
699,246,254,304,319,11020,13.6,20
2575,521,551,561,584,17578,17.5,25
1711,479,542,629,683,26817,13,25
