client_id,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth
3597029,4.0,56.0,26.0,F,3.0,43839.69,1.0,4.0
2061626,13.0,159.0,56.5,M,2.0,118233.74,4.0,7.0
2837561,4.0,58.0,33.5,U,2.0,37582.299999999996,2.0,5.0
2478041,9.0,116.0,62.0,F,2.0,56100.1,2.0,5.0
719113,5.0,71.0,60.5,F,2.0,26948.71,0.0,3.0
2313292,6.0,73.0,60.5,U,4.0,836797.5700000001,3.0,6.0
4129281,14.0,168.0,44.5,M,2.0,43846.77,0.0,3.0
3639173,26.0,322.0,63.5,U,3.0,822716.5,5.0,8.0
4955883,29.0,349.0,26.0,F,2.0,37122.69,2.0,5.0
293284,6.0,83.0,44.0,U,3.0,54494.369999999995,6.0,9.0
3823935,6.0,75.0,62.0,M,3.0,253090.21999999997,6.0,9.0
64871,15.0,182.0,47.0,M,2.0,59767.83,2.0,5.0
7068283,4.0,59.0,51.5,M,4.0,94098.37,6.0,9.0
631016,12.0,144.0,62.0,F,2.0,68757.42,6.0,9.0
6662779,13.0,164.0,30.5,F,3.0,167640.52999999997,6.0,9.0
5107674,7.0,91.0,46.5,U,2.0,155454.87,6.0,9.0
4520186,9.0,114.0,53.0,F,2.0,57748.299999999996,4.0,7.0
7897592,14.0,171.0,55.5,M,2.0,54303.03,4.0,7.0
4015423,7.0,86.0,40.0,U,2.0,47195.66,3.0,6.0
8180878,9.0,115.0,24.0,F,2.0,57571.95,2.0,5.0
1263597,6.0,73.0,32.0,U,2.0,58671.189999999995,6.0,9.0
3047293,6.0,76.0,29.5,U,3.0,84280.26,4.0,7.0
108335,4.0,58.0,25.0,U,2.0,29973.03,6.0,9.0
8371066,7.0,95.0,26.0,M,4.0,134680.05,6.0,9.0
1981739,5.0,63.0,55.0,F,2.0,128772.61,3.0,6.0
4094092,10.0,124.0,40.5,F,2.0,91387.20999999999,2.0,5.0
7791817,18.0,216.0,38.0,F,2.0,152106.76,0.0,3.0
5299317,4.0,49.0,38.5,U,3.0,312395.41,2.0,5.0
746892,6.0,82.0,60.5,U,2.0,32321.969999999998,2.0,5.0
7140331,11.0,143.0,35.5,F,2.0,29309.98,2.0,5.0
2906540,8.0,103.0,31.0,U,2.0,69465.23999999999,3.0,6.0
4791137,5.0,65.0,64.5,U,2.0,366776.94,6.0,9.0
6088700,5.0,65.0,26.0,U,2.0,44267.28999999999,3.0,6.0
8292253,35.0,428.0,52.5,F,2.0,541888.77,1.0,4.0
1157434,24.0,290.0,61.0,F,2.0,32099.14,6.0,9.0
5333922,23.0,287.0,48.5,M,3.0,880558.67,5.0,8.0
8897392,23.0,278.0,41.5,F,2.0,44628.67,0.0,3.0
9151225,22.0,271.0,28.0,U,4.0,171802.14,6.0,9.0
8404765,21.0,253.0,29.5,M,3.0,79533.68,2.0,5.0
1827753,20.0,247.0,55.5,F,3.0,109958.87,3.0,6.0
2297521,20.0,251.0,60.5,M,2.0,105265.84,0.0,3.0
6454869,19.0,231.0,53.0,F,3.0,216386.62,1.0,4.0
5463895,17.0,209.0,48.0,F,2.0,163319.09999999998,3.0,6.0
2688470,4.0,58.0,22.5,U,2.0,39351.909999999996,3.0,6.0
4578710,13.0,162.0,63.5,F,2.0,45883.03999999999,1.0,4.0
4701250,15.0,189.0,61.0,M,2.0,120255.34,6.0,9.0
2434945,14.0,178.0,36.5,M,2.0,77731.45999999999,0.0,3.0
6352249,5.0,71.0,63.0,U,2.0,91887.37,3.0,6.0
5621250,26.0,321.0,69.0,F,2.0,97562.19,0.0,3.0
4351510,8.0,98.0,60.5,U,2.0,109918.15,5.0,8.0
2857106,9.0,116.0,63.5,M,3.0,55346.34,6.0,9.0
5629464,5.0,60.0,54.5,U,2.0,84489.34,1.0,4.0
6061814,16.0,192.0,46.0,F,2.0,31293.3,0.0,3.0
9188669,4.0,58.0,55.0,U,2.0,31484.64,4.0,7.0
5047201,4.0,58.0,22.5,U,2.0,44827.57,0.0,3.0
8627399,20.0,241.0,58.5,U,2.0,256239.02999999997,1.0,4.0
6371350,8.0,103.0,43.5,U,2.0,40954.39,1.0,4.0
8031718,28.0,341.0,64.5,M,3.0,156040.27000000002,3.0,6.0
1939550,13.0,156.0,50.5,M,2.0,45599.369999999995,1.0,4.0
7352107,12.0,151.0,29.0,F,2.0,50801.39,6.0,9.0
2687712,8.0,107.0,60.5,F,2.0,51092.17999999999,1.0,4.0
7992942,15.0,185.0,55.0,M,2.0,141331.59999999998,6.0,9.0
2937341,16.0,193.0,41.5,F,2.0,108300.62,1.0,4.0
643862,5.0,70.0,19.0,U,2.0,34433.35,0.0,3.0
4418447,14.0,177.0,50.5,F,2.0,35251.22,0.0,3.0
7331194,13.0,163.0,77.5,F,2.0,36861.96,1.0,4.0
371162,5.0,60.0,53.5,U,2.0,762899.89,3.0,6.0
2495100,4.0,57.0,36.5,U,3.0,27930.149999999998,6.0,9.0
4534151,6.0,81.0,27.0,U,2.0,60506.61,6.0,9.0
6375858,5.0,61.0,36.0,U,4.0,82309.45999999999,4.0,8.0
6602220,13.0,156.0,33.0,F,3.0,123715.52,6.0,9.0
2131692,11.0,132.0,32.0,M,3.0,702659.88,3.0,6.0
3994586,15.0,186.0,31.0,M,2.0,93469.42,0.0,3.0
6895833,7.0,96.0,58.5,U,2.0,42811.36,2.0,5.0
1314809,6.0,82.0,44.5,U,2.0,75278.48,1.0,4.0
2153015,9.0,117.0,38.0,F,2.0,62099.32,6.0,9.0
6180572,7.0,88.0,59.5,U,2.0,106131.33,1.0,4.0
747959,4.0,56.0,25.5,U,3.0,36866.6,1.0,4.0
8778575,12.0,151.0,51.5,F,2.0,153524.66,6.0,9.0
3879152,12.0,147.0,74.5,M,2.0,66247.85,6.0,9.0
7392118,9.0,118.0,59.5,F,3.0,84616.32,1.0,4.0
2735502,8.0,107.0,38.0,F,2.0,88983.29999999999,2.0,5.0
5297874,9.0,114.0,30.0,M,2.0,42964.47,0.0,3.0
846051,5.0,70.0,64.0,M,2.0,144021.91999999998,6.0,9.0
1669101,3.0,46.0,74.5,U,2.0,34772.54,2.0,6.0
3070675,6.0,73.0,50.0,U,3.0,95521.2,5.0,8.0
2582853,13.0,163.0,59.0,U,2.0,158633.19,3.0,6.0
7582150,14.0,179.0,32.0,M,3.0,61924.57,4.0,7.0
7335405,4.0,57.0,69.5,U,2.0,282049.14,6.0,9.0
5283991,10.0,130.0,52.0,F,3.0,81276.25,3.0,6.0
3267960,26.0,319.0,60.5,M,3.0,277296.68,3.0,6.0
5395585,10.0,122.0,30.5,M,3.0,27555.87,3.0,6.0
8125499,25.0,302.0,51.5,F,3.0,1640901.1199999999,6.0,9.0
2321427,23.0,280.0,63.0,F,2.0,82092.04000000001,4.0,7.0
7777699,21.0,258.0,38.0,M,3.0,64476.1,1.0,4.0
8823513,21.0,253.0,48.0,F,2.0,68039.73,4.0,7.0
3724060,21.0,252.0,35.0,M,2.0,133367.95,1.0,4.0
4746162,20.0,251.0,68.0,M,2.0,192811.28999999998,3.0,6.0
1453854,18.0,226.0,63.0,M,2.0,31925.57,2.0,5.0
3037751,16.0,196.0,19.0,F,2.0,47194.02,3.0,6.0
7208557,18.0,217.0,53.0,M,2.0,90009.18,4.0,7.0
5576912,7.0,85.0,75.5,U,2.0,47460.42999999999,6.0,9.0
6716899,7.0,94.0,41.5,U,2.0,49372.05,6.0,9.0
3500596,7.0,91.0,51.5,U,2.0,319781.56,4.0,7.0
663694,30.0,360.0,49.0,M,2.0,64107.99,5.0,8.0
8975499,7.0,93.0,62.0,U,3.0,925292.65,5.0,8.0
7283745,13.0,160.0,66.5,F,3.0,194524.0,5.0,9.0
9908836,15.0,182.0,38.0,F,2.0,79345.31,6.0,9.0
2571101,13.0,166.0,23.0,U,2.0,113603.62,0.0,3.0
8509031,5.0,70.0,56.5,U,2.0,49262.95,3.0,6.0
4539437,12.0,146.0,54.5,F,2.0,25128.69,0.0,3.0
3532521,4.0,59.0,18.5,U,2.0,44888.28999999999,0.0,3.0
7016459,7.0,90.0,66.5,U,2.0,250759.91999999998,3.0,6.0
6576518,6.0,73.0,25.5,U,2.0,42292.86,2.0,5.0
7672522,5.0,60.0,32.5,U,4.0,31037.6,5.0,8.0
5713590,11.0,140.0,53.5,M,2.0,146725.34999999998,3.0,6.0
4321055,32.0,385.0,71.0,F,4.0,820038.28,6.0,9.0
491779,6.0,73.0,54.0,U,3.0,162485.83000000002,4.0,7.0
9830820,13.0,165.0,72.5,F,2.0,125110.74,6.0,9.0
4815206,13.0,165.0,57.5,M,2.0,147702.47999999998,1.0,4.0
949210,29.0,355.0,54.5,M,4.0,1219029.3099999998,4.0,7.0
5777101,6.0,79.0,73.0,U,2.0,329723.45,0.0,5.0
9683640,16.0,202.0,59.0,F,3.0,291361.37,2.0,5.0
4463047,12.0,147.0,56.5,F,2.0,24778.28,0.0,3.0
6218926,14.0,177.0,54.5,M,2.0,480207.89999999997,5.0,8.0
4365782,7.0,85.0,60.5,U,2.0,433254.29,6.0,9.0
1124273,4.0,59.0,57.5,M,2.0,542726.99,6.0,9.0
3729817,14.0,174.0,59.5,M,2.0,36449.61,2.0,5.0
5297688,15.0,188.0,68.5,U,2.0,88803.67,2.0,5.0
1260635,31.0,383.0,63.5,M,3.0,707082.16,6.0,9.0
6042231,13.0,162.0,33.5,F,2.0,35763.549999999996,6.0,9.0
7407505,8.0,104.0,61.0,M,2.0,88038.04000000001,6.0,9.0
9813394,15.0,188.0,52.5,F,2.0,116530.09,1.0,4.0
6240210,14.0,175.0,44.0,M,2.0,320368.94,2.0,5.0
1495053,7.0,89.0,72.0,U,2.0,142668.25,3.0,6.0
7956919,21.0,263.0,48.5,F,3.0,47070.53999999999,3.0,6.0
7994112,18.0,220.0,32.5,F,3.0,299616.13999999996,6.0,9.0
1494066,22.0,266.0,68.0,F,2.0,157944.03999999998,2.0,5.0
3754992,8.0,106.0,43.0,F,2.0,66655.70999999999,1.0,4.0
761720,6.0,82.0,35.0,U,2.0,68112.34,6.0,9.0
381660,15.0,188.0,65.5,F,2.0,224315.59000000003,4.0,7.0
5618380,9.0,110.0,34.0,F,2.0,59913.74,0.0,3.0
6679090,15.0,182.0,70.5,M,2.0,135827.47,2.0,5.0
1756570,6.0,73.0,22.5,U,2.0,28063.519999999997,3.0,6.0
6188893,14.0,177.0,68.0,F,2.0,44530.1,3.0,6.0
9720345,7.0,84.0,58.0,U,2.0,39945.94,0.0,3.0
2895726,10.0,121.0,33.5,F,2.0,149338.68,1.0,4.0
3678586,8.0,96.0,26.5,U,2.0,71347.44,6.0,9.0
4079311,7.0,85.0,48.0,U,3.0,154486.95,4.0,7.0
5191995,28.0,336.0,67.5,F,3.0,285217.68,5.0,8.0
3143682,17.0,205.0,64.5,M,2.0,80550.29999999999,1.0,4.0
5958284,5.0,66.0,26.5,U,2.0,31005.039999999997,1.0,4.0
9337989,5.0,66.0,52.5,U,2.0,72844.61,0.0,3.0
2217601,8.0,96.0,27.5,U,3.0,42622.82,1.0,4.0
446547,14.0,178.0,60.5,M,2.0,195119.96000000002,1.0,4.0
2395301,5.0,71.0,61.5,U,2.0,65982.41,1.0,4.0
9219098,14.0,170.0,75.0,M,2.0,290540.99,4.0,7.0
6571183,11.0,137.0,56.0,M,2.0,248725.62,6.0,9.0
4374192,5.0,66.0,34.5,U,2.0,26734.489999999998,5.0,8.0
3833983,11.0,141.0,40.5,M,2.0,67014.87,0.0,3.0
8053344,15.0,182.0,51.0,F,4.0,195083.52000000002,3.0,6.0
8207265,48.0,576.0,77.0,F,2.0,114365.15,1.0,4.0
9500922,7.0,91.0,52.5,U,2.0,32782.5,4.0,7.0
4308718,14.0,168.0,60.5,M,3.0,173606.53999999998,4.0,7.0
3160757,9.0,109.0,27.5,M,2.0,27990.489999999998,6.0,9.0
6147316,15.0,181.0,56.0,M,2.0,314794.07,3.0,7.0
4998418,15.0,189.0,55.0,F,2.0,149404.69,0.0,3.0
1387501,7.0,88.0,48.5,U,2.0,47609.53999999999,5.0,8.0
2106310,5.0,71.0,49.0,U,2.0,46723.89,2.0,5.0
1547183,4.0,59.0,22.5,U,3.0,119714.16,4.0,8.0
4639557,6.0,73.0,57.5,U,2.0,62112.46,2.0,5.0
3862223,8.0,99.0,27.0,M,2.0,79305.45,6.0,9.0
655871,11.0,143.0,67.0,F,2.0,24644.39,3.0,6.0
4911800,9.0,108.0,42.0,F,2.0,25663.789999999997,2.0,5.0
2760021,24.0,298.0,52.0,F,2.0,26882.909999999996,4.0,7.0
3634758,24.0,293.0,53.0,M,4.0,469366.35,6.0,9.0
1330615,23.0,285.0,18.5,M,2.0,35553.33,3.0,6.0
8004609,21.0,260.0,40.0,F,2.0,38574.85,3.0,6.0
2323407,21.0,254.0,72.0,M,2.0,46977.35,0.0,3.0
627525,20.0,243.0,51.0,F,2.0,335694.76999999996,1.0,4.0
2339348,18.0,222.0,85.0,F,2.0,101211.05,2.0,5.0
1982897,18.0,216.0,40.5,M,2.0,88933.29000000001,6.0,9.0
3058053,17.0,206.0,63.5,F,2.0,862784.9500000001,1.0,4.0
3222523,16.0,198.0,74.0,U,2.0,229753.09000000003,6.0,9.0
9609929,5.0,70.0,39.5,U,2.0,31968.26,1.0,4.0
3836344,6.0,80.0,34.5,U,2.0,31832.87,6.0,9.0
3708082,15.0,189.0,39.0,M,2.0,236323.11,6.0,9.0
7821417,8.0,96.0,39.5,U,2.0,39387.299999999996,1.0,4.0
4659938,8.0,103.0,42.5,U,3.0,251195.51,6.0,9.0
1208645,12.0,154.0,54.0,M,3.0,88732.47,2.0,5.0
5937217,29.0,350.0,60.0,F,2.0,34035.22,0.0,3.0
6247455,14.0,178.0,63.0,M,2.0,29867.55,1.0,4.0
460269,15.0,181.0,35.0,M,2.0,28123.829999999998,1.0,4.0
1493662,6.0,79.0,28.0,U,3.0,67119.26,6.0,9.0
9943578,6.0,83.0,45.0,U,2.0,55665.07,2.0,5.0
415987,2.0,34.0,24.5,U,3.0,44484.44,6.0,9.0
7230520,10.0,123.0,35.5,M,2.0,44046.78999999999,2.0,5.0
6247193,10.0,127.0,27.5,M,2.0,26513.85,1.0,4.0
2380192,28.0,340.0,52.0,M,3.0,828492.81,1.0,4.0
5681335,16.0,195.0,18.5,F,2.0,26318.12,1.0,4.0
1257351,5.0,70.0,32.5,U,2.0,98648.18,6.0,9.0
8196637,15.0,190.0,30.5,M,2.0,36576.009999999995,1.0,4.0
8900388,7.0,86.0,26.5,U,2.0,62780.79,0.0,3.0
8212764,9.0,110.0,69.0,F,2.0,67931.72,6.0,9.0
7812434,15.0,180.0,49.5,M,2.0,40220.11,1.0,4.0
3128149,12.0,146.0,51.0,F,3.0,110412.63,6.0,9.0
9593338,10.0,123.0,74.5,F,2.0,28638.71,0.0,3.0
4730148,8.0,103.0,29.0,M,2.0,77864.44,4.0,7.0
8720975,13.0,158.0,63.5,M,2.0,849957.89,6.0,9.0
44995,11.0,139.0,75.0,M,2.0,30987.82,1.0,4.0
5756352,8.0,107.0,24.5,F,2.0,41860.03999999999,0.0,3.0
7788831,5.0,65.0,22.5,U,2.0,48806.16,3.0,6.0
9885283,8.0,106.0,56.5,M,3.0,407192.35,4.0,7.0
2628355,5.0,61.0,21.0,U,2.0,31100.199999999997,1.0,4.0
5512095,7.0,88.0,30.5,U,2.0,30870.68,4.0,7.0
4414915,3.0,36.0,52.0,U,2.0,35106.58,3.0,6.0
1432192,5.0,65.0,41.5,U,2.0,31621.519999999997,5.0,8.0
6815832,11.0,142.0,67.5,M,2.0,60514.56,2.0,5.0
3057486,9.0,115.0,32.0,F,2.0,37768.61,0.0,3.0
2969219,13.0,156.0,36.0,M,2.0,79003.42,3.0,6.0
2041298,10.0,129.0,35.0,F,2.0,34303.2,3.0,6.0
9194619,15.0,189.0,39.5,M,2.0,24801.6,1.0,4.0
9605067,16.0,199.0,70.0,F,2.0,35260.299999999996,1.0,4.0
9157635,27.0,324.0,60.0,F,3.0,115610.72,5.0,8.0
1109597,11.0,141.0,70.5,M,2.0,98492.59,2.0,5.0
511906,6.0,79.0,23.5,M,2.0,74598.78,5.0,8.0
3813598,21.0,253.0,53.5,M,3.0,171684.96999999997,6.0,9.0
7608061,15.0,184.0,24.5,M,2.0,28609.78,0.0,3.0
5584449,24.0,299.0,48.0,M,3.0,139730.94,0.0,3.0
8413740,23.0,279.0,67.0,F,2.0,27378.059999999998,5.0,8.0
9639863,23.0,276.0,72.5,M,2.0,341986.13,0.0,3.0
535999,22.0,273.0,56.5,F,2.0,127493.81999999999,1.0,4.0
4286237,21.0,257.0,17.5,F,2.0,32577.78,5.0,8.0
169620,21.0,256.0,49.5,M,4.0,71357.01999999999,4.0,7.0
6930466,19.0,230.0,60.0,F,3.0,45693.21,6.0,9.0
8420369,17.0,209.0,54.5,M,2.0,160804.86,1.0,4.0
8667436,17.0,208.0,70.5,M,2.0,162365.02999999997,3.0,6.0
4245543,9.0,108.0,64.5,F,2.0,52818.09,6.0,9.0
4719350,16.0,193.0,53.5,M,3.0,104434.68,5.0,8.0
3827180,26.0,323.0,56.0,M,3.0,2631231.57,4.0,7.0
965832,12.0,147.0,27.0,F,2.0,44131.88,6.0,9.0
2763758,11.0,142.0,59.5,F,2.0,29182.969999999998,0.0,3.0
9677140,7.0,95.0,33.0,U,2.0,82583.98999999999,6.0,9.0
6032992,16.0,203.0,67.5,F,2.0,54914.5,3.0,6.0
1983405,9.0,119.0,60.5,F,2.0,62774.509999999995,1.0,4.0
8968789,15.0,180.0,45.5,U,2.0,151035.38,1.0,4.0
6934164,13.0,164.0,30.0,F,2.0,71725.22,2.0,5.0
3710401,29.0,354.0,52.5,M,3.0,845281.67,4.0,7.0
7670792,4.0,55.0,28.5,U,3.0,50061.7,3.0,6.0
1236099,7.0,94.0,42.5,U,2.0,65227.04,0.0,3.0
2846274,10.0,121.0,28.0,F,2.0,68943.85,4.0,7.0
3875884,7.0,94.0,39.5,U,2.0,48809.88,6.0,9.0
8496594,12.0,145.0,69.5,M,2.0,367516.61,1.0,4.0
135254,16.0,194.0,62.0,F,2.0,94161.15,6.0,9.0
4371396,8.0,101.0,33.5,F,3.0,80321.47,5.0,8.0
7313502,18.0,218.0,63.5,M,3.0,126297.02,6.0,9.0
2128476,15.0,187.0,60.0,F,2.0,109020.27,2.0,5.0
8051726,7.0,93.0,55.0,U,2.0,202919.62,0.0,3.0
59860,8.0,106.0,52.0,F,2.0,99777.08,3.0,6.0
1304236,11.0,142.0,51.5,F,2.0,51384.649999999994,2.0,5.0
600711,13.0,157.0,61.0,F,2.0,115979.91,4.0,7.0
9983426,14.0,178.0,44.5,M,2.0,147826.76,6.0,9.0
8757410,6.0,82.0,40.0,U,3.0,49148.38,4.0,7.0
6702347,5.0,66.0,65.5,U,2.0,319497.5,6.0,9.0
3688039,14.0,170.0,61.5,F,2.0,28236.92,2.0,5.0
672908,5.0,71.0,26.0,U,2.0,49400.94,1.0,4.0
3777319,6.0,82.0,41.0,U,2.0,56690.369999999995,1.0,4.0
1990675,9.0,110.0,57.5,F,2.0,30763.12,0.0,3.0
8908476,5.0,61.0,32.5,M,2.0,24891.379999999997,2.0,5.0
9777569,5.0,67.0,51.5,U,3.0,139142.39,6.0,9.0
4609176,12.0,155.0,45.0,F,3.0,181794.66999999998,6.0,9.0
4264468,5.0,67.0,37.5,M,2.0,55374.32,6.0,9.0
7013272,12.0,155.0,30.0,F,3.0,132927.4,1.0,4.0
3688173,6.0,80.0,62.0,U,2.0,35965.17,1.0,4.0
1051166,7.0,85.0,36.5,U,2.0,35799.32,1.0,4.0
929741,21.0,262.0,49.5,M,3.0,210612.14,6.0,9.0
4216889,21.0,252.0,74.0,F,2.0,102647.59999999999,1.0,4.0
293082,19.0,239.0,63.0,M,3.0,168636.90999999997,0.0,3.0
5716726,19.0,232.0,41.5,F,2.0,107930.09999999999,6.0,9.0
4966474,19.0,229.0,85.0,M,4.0,515053.79,6.0,9.0
7021345,18.0,226.0,57.0,F,2.0,65245.97,0.0,3.0
4717410,17.0,210.0,68.0,M,2.0,91475.84,6.0,9.0
347328,16.0,201.0,50.5,U,2.0,34682.89,1.0,4.0
779244,26.0,318.0,37.0,F,2.0,104185.49,0.0,3.0
4825433,14.0,179.0,33.5,F,2.0,106251.3,2.0,5.0
2235488,7.0,87.0,30.0,U,2.0,46774.259999999995,0.0,3.0
8389512,12.0,153.0,79.5,M,2.0,996535.6000000001,6.0,9.0
2120274,5.0,71.0,63.5,U,3.0,57649.9,6.0,9.0
7479732,14.0,179.0,67.0,F,2.0,80856.58,6.0,9.0
318831,10.0,122.0,65.0,F,2.0,65693.7,4.0,7.0
2243728,8.0,96.0,28.0,U,2.0,89661.45999999999,1.0,4.0
2933864,16.0,192.0,51.0,M,2.0,118360.38,0.0,3.0
9405780,6.0,74.0,41.0,U,2.0,56128.44,0.0,3.0
545824,4.0,59.0,18.5,U,3.0,51606.399999999994,2.0,5.0
2305813,13.0,159.0,63.5,U,2.0,77522.61,4.0,7.0
6824369,13.0,166.0,25.0,F,2.0,49377.17999999999,6.0,9.0
1240218,9.0,117.0,27.5,M,2.0,77830.67,6.0,9.0
1712416,27.0,330.0,51.5,M,3.0,492282.74,6.0,9.0
5593754,10.0,123.0,34.5,M,3.0,47316.31,1.0,4.0
6604868,14.0,168.0,31.5,F,3.0,111701.9,3.0,6.0
7630828,5.0,67.0,22.5,U,2.0,41541.44,3.0,6.0
2907270,12.0,149.0,39.0,F,2.0,64206.97,0.0,3.0
7369782,5.0,67.0,65.0,U,2.0,223227.65999999997,5.0,8.0
9760523,6.0,75.0,25.5,U,3.0,54508.78999999999,6.0,9.0
5026800,11.0,141.0,68.0,M,2.0,80832.62,2.0,5.0
3025280,26.0,313.0,44.5,M,2.0,108110.69,0.0,3.0
5242916,9.0,116.0,24.5,M,3.0,54368.619999999995,1.0,4.0
6853601,4.0,57.0,27.5,U,2.0,36002.1,6.0,9.0
6110143,10.0,131.0,34.5,M,2.0,99554.43,0.0,3.0
4986682,6.0,82.0,39.0,U,2.0,33379.25,1.0,4.0
8297953,4.0,58.0,58.5,U,2.0,31398.739999999998,1.0,4.0
4006775,9.0,113.0,71.5,F,2.0,62676.189999999995,0.0,3.0
1762647,13.0,161.0,33.0,M,2.0,126361.09999999999,6.0,9.0
5463569,13.0,166.0,59.0,M,5.0,339033.49,4.0,8.0
8585280,4.0,51.0,37.5,U,2.0,51178.64,1.0,4.0
9319758,24.0,294.0,44.5,M,2.0,24021.339999999997,0.0,3.0
858693,21.0,263.0,49.5,F,3.0,1435686.1199999999,5.0,8.0
5199600,21.0,261.0,50.0,M,2.0,594473.5900000001,5.0,8.0
84596,21.0,253.0,44.0,F,2.0,45777.19,6.0,9.0
6947960,18.0,225.0,64.5,F,2.0,60641.35,3.0,6.0
4684538,18.0,216.0,67.5,M,2.0,318341.93,5.0,8.0
7151270,17.0,207.0,53.5,F,3.0,1753480.39,6.0,9.0
6683919,8.0,97.0,46.0,U,2.0,61563.86,2.0,5.0
8500004,18.0,223.0,54.5,M,3.0,193655.0,5.0,8.0
1225744,26.0,321.0,25.5,F,2.0,35739.29,0.0,3.0
777859,5.0,70.0,26.5,U,2.0,46243.91,5.0,8.0
6412875,11.0,136.0,57.5,M,2.0,72745.53,3.0,6.0
7889081,5.0,65.0,60.0,U,2.0,297565.88,2.0,5.0
9253375,14.0,178.0,44.5,M,2.0,88704.07,1.0,4.0
9221804,8.0,98.0,52.5,M,2.0,127530.58,6.0,9.0
4104497,4.0,57.0,18.5,U,2.0,38818.93,1.0,4.0
7180399,23.0,276.0,25.0,M,2.0,89558.31,1.0,4.0
663711,5.0,70.0,23.5,M,3.0,42491.229999999996,6.0,9.0
1029090,13.0,161.0,48.5,F,2.0,36568.94,6.0,9.0
6764525,7.0,91.0,44.0,U,2.0,39753.77,1.0,4.0
5483892,11.0,132.0,60.5,M,2.0,23825.019999999997,0.0,3.0
6439183,5.0,70.0,23.5,M,2.0,57533.83,6.0,9.0
3509370,21.0,253.0,57.0,M,2.0,38756.6,5.0,8.0
7726525,12.0,144.0,43.5,M,2.0,58059.29,6.0,9.0
6157552,6.0,78.0,65.0,U,2.0,172201.03999999998,1.0,4.0
8345554,6.0,77.0,28.0,U,3.0,116144.34999999999,6.0,9.0
8868557,14.0,173.0,66.5,M,2.0,35305.2,5.0,8.0
2163368,5.0,60.0,54.5,M,3.0,505364.26,5.0,8.0
1201969,26.0,323.0,60.5,F,2.0,1838033.0599999998,4.0,7.0
9340301,6.0,74.0,61.5,U,2.0,166376.45,3.0,6.0
7515052,4.0,58.0,44.5,U,2.0,437426.12,0.0,3.0
2297738,8.0,107.0,28.5,M,2.0,56043.66,6.0,9.0
4850992,9.0,119.0,37.0,F,2.0,59464.4,1.0,4.0
7107125,14.0,176.0,30.0,M,2.0,616896.66,6.0,9.0
1960844,10.0,123.0,55.0,F,2.0,65893.04000000001,1.0,4.0
9510333,20.0,251.0,26.5,F,2.0,78559.76,6.0,9.0
7879149,6.0,73.0,30.5,U,3.0,33320.68,1.0,4.0
3252729,4.0,59.0,68.5,M,2.0,142980.31,1.0,4.0
7112350,9.0,119.0,68.0,F,2.0,276021.08,2.0,5.0
6874863,11.0,139.0,18.0,M,3.0,30819.82,1.0,4.0
5156595,10.0,123.0,61.5,F,2.0,98263.33,6.0,9.0
8571857,5.0,65.0,27.5,U,2.0,28141.67,1.0,4.0
1068345,7.0,88.0,42.0,F,7.0,268060.3,1.0,4.0
6168433,5.0,66.0,59.5,U,2.0,268163.63,3.0,6.0
2343009,15.0,181.0,52.0,M,2.0,92849.25,0.0,3.0
7013769,10.0,122.0,35.5,U,2.0,30364.399999999998,1.0,4.0
6960009,14.0,179.0,65.5,M,2.0,162234.59000000003,3.0,6.0
1591332,5.0,70.0,65.0,M,2.0,102503.44,1.0,6.0
6683515,11.0,140.0,41.5,F,2.0,41900.17999999999,1.0,4.0
5056314,8.0,98.0,35.0,F,2.0,24698.769999999997,4.0,7.0
828854,23.0,287.0,63.0,U,4.0,623179.8,3.0,6.0
6397357,23.0,277.0,67.5,M,4.0,865797.76,6.0,9.0
9415635,23.0,276.0,43.0,M,3.0,680325.7100000001,4.0,7.0
2918922,21.0,262.0,60.5,M,2.0,33523.52,3.0,6.0
5602040,19.0,228.0,58.5,M,2.0,49298.32,6.0,9.0
997518,18.0,222.0,55.0,U,2.0,110210.8,2.0,5.0
8156691,6.0,72.0,28.0,U,3.0,114673.91,6.0,9.0
82772,6.0,73.0,46.5,U,2.0,77769.58,0.0,3.0
6518238,24.0,289.0,59.5,F,3.0,396702.58999999997,4.0,7.0
2753318,16.0,196.0,52.0,F,2.0,176357.63,3.0,6.0
508099,5.0,63.0,55.0,M,4.0,258203.28999999998,5.0,8.0
9919802,15.0,189.0,62.5,M,2.0,55012.42999999999,0.0,3.0
2415180,14.0,169.0,55.5,F,2.0,47185.46,2.0,5.0
5487813,5.0,65.0,21.5,U,3.0,49846.61,5.0,8.0
4740618,8.0,106.0,68.5,M,4.0,768476.6900000001,6.0,9.0
3247468,9.0,116.0,31.0,F,2.0,30068.64,0.0,3.0
3329846,7.0,94.0,62.0,U,3.0,918901.11,0.0,3.0
2067551,10.0,123.0,38.0,F,2.0,105490.14,2.0,5.0
8835580,14.0,177.0,37.5,F,2.0,192818.36,1.0,4.0
8738868,8.0,96.0,28.0,U,3.0,79110.38,6.0,9.0
2434294,6.0,72.0,26.0,U,2.0,52158.78999999999,1.0,4.0
7468065,4.0,58.0,25.0,U,2.0,30684.159999999996,3.0,6.0
3060305,14.0,177.0,58.5,M,2.0,273703.29,0.0,3.0
9127278,6.0,81.0,27.5,U,2.0,58369.28,2.0,5.0
