,client_id,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth
7137,759780,33.0,402.0,79.0,F,2.0,79776.34,3.0,6.0
7138,2301692,6.0,83.0,33.0,U,2.0,46351.71,0.0,3.0
7139,6046670,14.0,178.0,35.5,M,2.0,41361.02,4.0,7.0
7140,6904635,12.0,146.0,49.5,M,3.0,168543.87,4.0,7.0
7141,171597,6.0,83.0,63.5,U,2.0,136947.61,1.0,4.0
7142,2705941,14.0,168.0,51.5,U,2.0,23943.81,1.0,4.0
7143,2491574,5.0,70.0,18.5,U,2.0,27082.96,4.0,7.0
7144,8077479,13.0,166.0,55.5,F,2.0,25622.85,2.0,5.0
7145,9404688,15.0,186.0,40.5,F,2.0,363912.87,6.0,9.0
7146,5316693,12.0,145.0,35.0,M,2.0,31232.35,1.0,4.0
7147,6079441,4.0,57.0,43.0,F,2.0,205138.33,2.0,5.0
7148,7544723,8.0,103.0,54.5,F,2.0,58074.84,2.0,5.0
7149,524455,15.0,186.0,44.0,F,2.0,95505.65,6.0,9.0
7150,7077773,23.0,276.0,58.5,F,3.0,565470.26,5.0,8.0
7151,1909564,22.0,271.0,64.5,F,3.0,342536.18,1.0,4.0
7152,3534225,22.0,271.0,49.0,M,4.0,872411.29,3.0,6.0
7153,5575575,21.0,260.0,63.0,F,2.0,40622.679999999986,4.0,7.0
7154,2187229,27.0,328.0,62.5,M,2.0,339036.39,6.0,9.0
7155,1346171,20.0,246.0,28.0,F,4.0,159543.63,3.0,6.0
7156,9386749,20.0,241.0,31.0,F,2.0,55456.97,3.0,6.0
7157,9184205,16.0,200.0,74.5,M,3.0,331587.8,6.0,9.0
7158,268845,16.0,195.0,46.0,M,3.0,327619.93,6.0,9.0
7159,8549267,13.0,160.0,67.0,M,2.0,92875.09,6.0,9.0
7160,3861052,15.0,191.0,52.0,F,4.0,227759.18,6.0,9.0
7161,2144251,15.0,187.0,46.5,M,3.0,392820.43,6.0,9.0
7162,2142490,27.0,331.0,59.5,F,2.0,37143.39,2.0,5.0
7163,7493759,8.0,97.0,49.0,F,2.0,81821.98,2.0,5.0
7164,4770755,5.0,68.0,69.0,U,2.0,86219.51,6.0,9.0
7165,4530020,5.0,68.0,25.5,U,2.0,42756.77,4.0,7.0
7166,3477943,4.0,59.0,38.5,U,3.0,231200.12,6.0,9.0
7167,5709043,5.0,70.0,47.0,U,2.0,30677.83,2.0,5.0
7168,8381023,38.0,463.0,58.5,F,2.0,59273.03,2.0,5.0
7169,8030325,14.0,172.0,45.0,M,2.0,40607.59,6.0,9.0
7170,4021908,16.0,197.0,66.5,M,2.0,419745.42,3.0,6.0
7171,9390306,12.0,150.0,71.0,F,2.0,262183.86,0.0,3.0
7172,3703356,14.0,170.0,71.0,F,2.0,52042.83,6.0,9.0
7173,3065744,14.0,178.0,29.0,F,3.0,111005.05,3.0,6.0
7174,7984382,4.0,59.0,48.0,M,2.0,37479.17,1.0,4.0
7175,3744135,10.0,121.0,35.0,F,2.0,36936.65,6.0,9.0
7176,1808285,14.0,179.0,43.5,F,2.0,77018.78,6.0,9.0
7177,1680895,8.0,98.0,58.0,U,2.0,284840.23,2.0,5.0
7178,3175882,16.0,193.0,66.5,F,2.0,137263.13,6.0,9.0
7179,1545233,9.0,118.0,36.0,M,2.0,43707.11,2.0,5.0
7180,3950523,8.0,98.0,43.5,M,2.0,61592.9,2.0,5.0
7181,9655912,4.0,58.0,61.5,U,2.0,24922.58,4.0,7.0
7182,8958176,13.0,159.0,35.5,F,2.0,44317.25,6.0,9.0
7183,4472483,9.0,116.0,27.5,M,2.0,28879.87,4.0,7.0
7184,3789788,30.0,370.0,44.5,F,2.0,493971.16,2.0,6.0
7185,9503398,14.0,171.0,54.5,M,2.0,32182.91,2.0,5.0
7186,5346197,6.0,75.0,24.5,F,3.0,46500.53999999999,1.0,5.0
7187,9397699,6.0,73.0,36.0,M,3.0,194082.8,6.0,9.0
7188,5139141,26.0,321.0,36.5,U,2.0,124057.48,0.0,3.0
7189,2906027,28.0,336.0,51.5,F,2.0,28806.4,0.0,3.0
7190,2624345,14.0,178.0,66.0,M,2.0,90414.01,2.0,5.0
7191,2814887,6.0,80.0,51.5,U,2.0,177052.69,2.0,5.0
7192,6075274,13.0,161.0,59.0,F,3.0,55796.24,4.0,7.0
7193,8438572,4.0,59.0,41.0,U,3.0,117710.47,5.0,8.0
7194,1110622,6.0,79.0,62.5,M,2.0,307678.04,4.0,7.0
7195,5531890,4.0,50.0,59.5,U,2.0,212530.48,6.0,9.0
7196,5005860,11.0,143.0,59.0,F,2.0,45810.83,4.0,7.0
7197,4063880,15.0,187.0,50.5,F,2.0,86280.43,0.0,3.0
7198,7051893,8.0,98.0,63.5,F,2.0,35409.009999999995,0.0,3.0
7199,7843655,25.0,301.0,46.5,M,3.0,853036.67,2.0,5.0
7200,3127374,22.0,275.0,48.0,M,3.0,243311.13,6.0,9.0
7201,4591361,27.0,335.0,75.0,M,3.0,139319.69,6.0,9.0
7202,417113,22.0,267.0,27.0,F,2.0,28643.69,0.0,3.0
7203,156105,21.0,259.0,51.5,U,3.0,343545.97,6.0,9.0
7204,2797091,20.0,250.0,39.5,M,2.0,30527.07,1.0,5.0
7205,6749198,18.0,227.0,36.0,F,2.0,205391.49,4.0,7.0
7206,6015130,16.0,198.0,66.5,F,2.0,60717.24,2.0,5.0
7207,4633944,13.0,166.0,63.5,M,3.0,301327.37,5.0,8.0
7208,5759958,9.0,114.0,52.5,F,2.0,60033.44,2.0,5.0
7209,4966326,7.0,85.0,56.0,U,2.0,64819.89,1.0,4.0
7210,1070909,7.0,94.0,25.5,U,2.0,79708.26999999999,3.0,6.0
7211,6705487,14.0,169.0,60.5,M,2.0,839867.13,4.0,7.0
7212,647450,2.0,34.0,49.5,U,2.0,30749.4,2.0,5.0
7213,1825679,10.0,125.0,66.0,M,2.0,101102.15,4.0,7.0
7214,1726059,13.0,157.0,31.5,M,3.0,200246.4,1.0,4.0
7215,9959121,4.0,59.0,39.5,F,2.0,210466.61,5.0,8.0
7216,115597,16.0,202.0,54.0,M,2.0,24678.8,6.0,9.0
7217,5579402,4.0,58.0,54.0,U,2.0,36707.09,2.0,5.0
7218,4109719,11.0,135.0,37.5,F,2.0,57407.91,0.0,3.0
7219,6052028,4.0,58.0,26.5,U,2.0,27111.38,1.0,4.0
7220,2247954,25.0,300.0,62.0,F,2.0,34157.5,6.0,9.0
7221,4967237,6.0,74.0,23.5,U,2.0,31571.24,6.0,9.0
7222,1399753,14.0,179.0,39.5,F,2.0,27110.98,0.0,3.0
7223,2436306,13.0,166.0,29.5,M,3.0,49665.99,4.0,7.0
7224,2795565,23.0,286.0,56.5,F,2.0,142943.47999999998,6.0,9.0
7225,4238196,5.0,64.0,22.5,U,2.0,26733.44,2.0,5.0
7226,3011342,18.0,216.0,58.0,F,2.0,42347.64,2.0,5.0
7227,252085,14.0,179.0,76.0,F,2.0,32022.48,1.0,5.0
7228,4701868,26.0,322.0,52.0,F,2.0,79313.29999999999,0.0,3.0
7229,1116215,10.0,130.0,23.0,M,3.0,52380.88,3.0,6.0
7230,6121098,10.0,126.0,26.5,M,3.0,51004.75,5.0,8.0
7231,6490161,7.0,94.0,32.5,U,2.0,37843.02,3.0,6.0
7232,4902684,6.0,78.0,56.0,U,2.0,44735.08,6.0,9.0
7233,9265169,6.0,76.0,32.0,U,2.0,43179.87,6.0,9.0
7234,9315987,6.0,75.0,29.5,U,2.0,44476.89,0.0,4.0
7235,4394027,13.0,156.0,61.5,F,2.0,29900.0,3.0,6.0
7236,1319306,14.0,173.0,67.5,F,2.0,221466.29,5.0,8.0
7237,9914222,4.0,59.0,23.0,U,2.0,49999.57,5.0,8.0
7238,4857987,4.0,56.0,22.5,U,3.0,41646.52,3.0,6.0
7239,3994437,14.0,173.0,37.5,M,2.0,119298.97,1.0,4.0
7240,6180865,24.0,294.0,40.0,M,3.0,79338.81,2.0,5.0
7241,1652388,22.0,267.0,74.0,M,3.0,1703706.51,6.0,9.0
7242,2473261,21.0,259.0,62.5,M,2.0,29216.65,2.0,5.0
7243,7962393,21.0,253.0,42.5,F,3.0,312277.66,2.0,5.0
7244,7839413,20.0,249.0,54.0,F,2.0,23996.01,4.0,7.0
7245,904409,17.0,211.0,73.0,M,2.0,155277.24,1.0,4.0
7246,641775,17.0,204.0,68.0,M,3.0,95528.69,4.0,8.0
7247,3434665,11.0,142.0,61.5,U,2.0,140631.34999999998,2.0,5.0
7248,8987516,13.0,165.0,52.5,F,2.0,48364.81,1.0,4.0
7249,1310756,5.0,66.0,20.0,U,2.0,91362.47,6.0,9.0
7250,9534366,5.0,60.0,49.5,F,2.0,47212.11,0.0,3.0
7251,2435836,9.0,114.0,39.5,F,2.0,47920.35,6.0,9.0
7252,4396066,8.0,106.0,55.5,F,2.0,47745.97,6.0,9.0
7253,5294788,8.0,106.0,73.0,M,2.0,29698.24,1.0,4.0
7254,6463002,21.0,252.0,63.0,F,2.0,154191.75,6.0,9.0
7255,3119324,35.0,420.0,61.5,M,4.0,1136895.09,6.0,9.0
7256,4842952,7.0,85.0,22.5,U,2.0,70892.1,2.0,5.0
7257,456369,9.0,110.0,30.5,M,2.0,30397.44,6.0,9.0
7258,3973715,11.0,141.0,33.5,M,2.0,55282.92999999999,3.0,6.0
7259,473638,12.0,154.0,57.5,F,2.0,401108.62,6.0,9.0
7260,248347,12.0,154.0,46.0,M,2.0,122187.32,2.0,5.0
7261,2330172,9.0,118.0,30.5,F,2.0,41470.62,5.0,8.0
7262,4443580,33.0,402.0,27.5,F,2.0,26924.15,6.0,9.0
7263,4285382,8.0,103.0,47.5,U,2.0,47813.86,2.0,5.0
7264,5008871,14.0,175.0,48.0,F,2.0,29233.8,2.0,5.0
7265,9208893,9.0,117.0,58.5,M,2.0,88482.98999999998,1.0,4.0
7266,6805250,16.0,192.0,70.5,M,2.0,32092.24,1.0,4.0
7267,8538783,16.0,193.0,35.5,M,2.0,74740.04999999999,5.0,8.0
7268,4386154,5.0,71.0,34.0,F,2.0,38788.47,2.0,5.0
7269,7420364,12.0,155.0,38.5,F,2.0,71628.23,1.0,4.0
7270,6003283,12.0,146.0,57.0,F,2.0,44776.38,3.0,6.0
7271,237611,12.0,154.0,31.5,F,2.0,30376.15,0.0,3.0
7272,9396561,4.0,59.0,44.5,U,2.0,105403.86,1.0,4.0
7273,1085358,12.0,145.0,28.0,F,2.0,57720.95,0.0,3.0
7274,2772609,5.0,60.0,60.0,U,2.0,50541.17999999999,0.0,3.0
7275,888738,5.0,60.0,29.0,U,3.0,73545.9,5.0,8.0
7276,5386477,11.0,139.0,57.5,M,2.0,171787.49,2.0,5.0
7277,166154,15.0,189.0,63.0,F,2.0,23837.06,2.0,5.0
7278,7122130,16.0,197.0,65.5,M,2.0,44162.14,0.0,3.0
7279,4386094,15.0,182.0,54.5,F,3.0,41726.41,2.0,5.0
7280,1523399,7.0,88.0,23.5,U,2.0,29279.15,0.0,3.0
7281,2730414,6.0,83.0,65.5,U,2.0,45354.4,0.0,3.0
7282,2517380,23.0,277.0,18.5,F,2.0,48179.77,0.0,3.0
7283,1654737,22.0,264.0,62.5,F,2.0,53980.94,1.0,4.0
7284,7723478,20.0,251.0,36.0,M,2.0,66145.26,6.0,9.0
7285,8561235,20.0,245.0,53.0,M,2.0,46537.74,0.0,3.0
7286,9093278,20.0,244.0,42.5,M,2.0,52384.37,5.0,8.0
7287,5949513,19.0,229.0,39.5,M,2.0,138002.2,6.0,9.0
7288,1486850,18.0,225.0,46.5,F,2.0,103399.36,4.0,7.0
7289,6690524,18.0,216.0,51.5,F,3.0,41647.26,6.0,9.0
7290,9043926,6.0,81.0,45.5,U,2.0,49447.28999999999,6.0,9.0
7291,219592,3.0,39.0,45.5,U,2.0,25518.32,3.0,6.0
7292,1163229,21.0,256.0,37.5,F,3.0,366835.83,5.0,8.0
7293,5600459,5.0,60.0,58.5,M,3.0,233038.7,6.0,9.0
7294,2961021,13.0,158.0,32.0,M,2.0,30712.16,0.0,3.0
7295,9061845,7.0,84.0,60.5,U,2.0,32501.98,2.0,5.0
7296,198857,14.0,169.0,36.0,M,2.0,81154.4,2.0,5.0
7297,9264904,5.0,70.0,60.5,U,2.0,88512.29000000002,3.0,6.0
7298,3174867,10.0,125.0,77.0,M,2.0,118933.09,2.0,5.0
7299,4558622,6.0,72.0,23.5,U,2.0,39955.92,2.0,5.0
7300,5859808,13.0,164.0,34.0,M,2.0,1378584.94,1.0,5.0
7301,3992405,10.0,130.0,44.0,F,3.0,39478.45,6.0,9.0
7302,9038115,15.0,188.0,49.0,M,2.0,44178.35,2.0,5.0
7303,5847726,8.0,102.0,32.5,U,2.0,44553.26,3.0,6.0
7304,2042144,5.0,69.0,22.5,F,2.0,30072.29,1.0,4.0
7305,8321533,8.0,100.0,62.0,U,2.0,258956.1,6.0,9.0
7306,466526,5.0,67.0,59.0,U,3.0,81863.11,4.0,7.0
7307,8255545,14.0,169.0,31.5,F,2.0,37678.85,4.0,7.0
7308,4661343,7.0,94.0,57.5,F,2.0,30208.53,0.0,4.0
7309,2377937,6.0,72.0,48.5,U,2.0,126687.47,2.0,5.0
7310,6564837,6.0,73.0,60.5,U,2.0,24823.7,6.0,9.0
7311,1365497,8.0,101.0,73.5,U,3.0,774049.53,6.0,9.0
7312,2305252,15.0,181.0,60.5,F,2.0,35703.85,4.0,7.0
7313,7166916,5.0,70.0,79.0,M,3.0,68945.87,4.0,7.0
7314,4765457,5.0,63.0,52.5,F,2.0,67589.73999999999,2.0,5.0
7315,2222918,14.0,179.0,51.0,F,3.0,343178.74,6.0,9.0
7316,8072602,6.0,72.0,64.5,F,2.0,285547.73,1.0,5.0
7317,4653270,4.0,59.0,23.0,U,2.0,44129.31,2.0,5.0
7318,887319,17.0,211.0,52.5,M,2.0,498062.43,6.0,9.0
7319,5935308,15.0,181.0,74.5,M,2.0,33909.0,5.0,8.0
7320,367295,6.0,73.0,23.5,U,3.0,107185.57,4.0,7.0
7321,396876,15.0,191.0,31.5,F,2.0,39698.55,1.0,4.0
7322,262201,5.0,70.0,57.0,U,2.0,46217.03,1.0,4.0
7323,2920551,15.0,191.0,36.5,M,2.0,51304.73,5.0,8.0
7324,5663820,9.0,109.0,31.0,F,2.0,30326.28,2.0,5.0
7325,5021955,5.0,71.0,42.5,U,2.0,51068.32,0.0,3.0
7326,793199,6.0,82.0,24.0,U,2.0,26958.15,1.0,4.0
7327,2303377,10.0,129.0,28.0,F,2.0,39089.78,4.0,7.0
7328,8844053,6.0,73.0,54.5,U,2.0,366646.49,6.0,9.0
7329,5063195,6.0,72.0,36.0,U,2.0,42186.03,6.0,9.0
7330,7374417,25.0,306.0,48.5,F,2.0,41497.1,1.0,4.0
7331,4301708,22.0,264.0,49.5,F,2.0,27650.53,2.0,5.0
7332,5027650,18.0,227.0,79.5,M,3.0,1103786.34,1.0,5.0
7333,9103754,5.0,66.0,60.0,F,2.0,48848.15,2.0,5.0
7334,6578879,12.0,155.0,49.5,F,2.0,107526.75,2.0,6.0
7335,5858133,4.0,58.0,40.5,U,2.0,37751.26,2.0,5.0
7336,3971315,7.0,84.0,23.5,U,3.0,157393.02000000002,6.0,9.0
7337,1510634,4.0,57.0,24.0,U,3.0,47078.19,5.0,8.0
7338,1769016,29.0,351.0,67.5,F,2.0,396462.82,5.0,8.0
7339,3131568,14.0,178.0,20.5,F,2.0,39515.77,5.0,8.0
7340,2099148,7.0,95.0,23.0,U,2.0,39122.1,2.0,5.0
7341,4616340,10.0,123.0,62.5,F,3.0,319030.17,6.0,9.0
7342,8159854,28.0,336.0,67.0,F,2.0,154298.77000000002,2.0,5.0
7343,1556389,14.0,174.0,48.0,F,2.0,3702970.05,0.0,5.0
7344,7029753,6.0,73.0,27.0,U,2.0,29066.46,0.0,3.0
7345,9234362,5.0,67.0,29.5,U,2.0,253113.08,2.0,5.0
7346,3731942,10.0,127.0,31.5,M,2.0,58305.97,2.0,5.0
7347,1557790,16.0,192.0,43.5,F,2.0,53430.35,0.0,4.0
7348,5573900,5.0,68.0,44.0,U,2.0,39052.08,0.0,3.0
7349,3526399,10.0,123.0,28.0,M,2.0,40217.59,6.0,9.0
7350,6216134,20.0,241.0,51.5,F,2.0,25154.81,4.0,7.0
7351,7106363,7.0,84.0,33.0,U,5.0,136838.91999999998,4.0,7.0
7352,6179063,4.0,58.0,62.0,U,2.0,138751.97999999998,4.0,7.0
7353,711862,27.0,330.0,62.5,F,2.0,435285.49,0.0,3.0
7354,6306786,14.0,178.0,52.0,M,2.0,24761.01,1.0,4.0
7355,6801376,9.0,108.0,34.5,M,2.0,80226.6,0.0,3.0
7356,342322,11.0,143.0,49.5,M,2.0,43224.69,1.0,4.0
7357,9431562,6.0,72.0,29.5,U,2.0,28306.99,1.0,4.0
7358,1532657,7.0,94.0,25.5,U,2.0,44711.39,0.0,3.0
7359,7380609,10.0,129.0,38.0,M,2.0,308646.59,6.0,9.0
7360,9334478,4.0,59.0,25.5,U,2.0,40711.46,3.0,6.0
7361,7481982,5.0,71.0,31.5,U,2.0,50742.4,1.0,4.0
7362,5420175,7.0,94.0,28.5,U,2.0,67949.66,4.0,7.0
7363,9702505,14.0,168.0,34.5,M,2.0,136306.63,1.0,4.0
7364,9314624,6.0,82.0,21.0,U,2.0,41259.679999999986,6.0,9.0
7365,9004347,13.0,159.0,45.0,F,2.0,201421.29,6.0,9.0
7366,2814458,12.0,155.0,30.5,M,2.0,28866.25,6.0,9.0
7367,1618071,6.0,83.0,24.5,U,3.0,241683.67,4.0,7.0
7368,7278519,12.0,153.0,20.0,M,2.0,51738.52,2.0,6.0
7369,1376404,13.0,160.0,52.5,M,2.0,42555.61,0.0,3.0
7370,1830465,11.0,135.0,59.5,M,3.0,165526.24,5.0,8.0
7371,1079786,14.0,179.0,57.5,M,2.0,71604.65,5.0,8.0
7372,5485112,21.0,253.0,59.5,F,2.0,73603.64,1.0,4.0
7373,9724943,19.0,229.0,36.5,M,2.0,118286.35,1.0,4.0
7374,3965562,18.0,223.0,64.5,F,2.0,81366.03,1.0,4.0
7375,7499638,17.0,214.0,53.5,F,3.0,271331.44,2.0,5.0
7376,7590476,17.0,210.0,44.0,M,3.0,65987.48999999999,5.0,8.0
7377,3720150,12.0,148.0,54.0,F,2.0,64245.91,0.0,3.0
7378,1717544,6.0,72.0,27.0,U,2.0,53259.28,6.0,9.0
7379,7360784,36.0,432.0,74.0,F,2.0,378924.46,2.0,5.0
7380,3697179,8.0,96.0,64.5,U,2.0,235164.72,4.0,7.0
7381,1425912,6.0,83.0,57.0,M,2.0,309695.82,6.0,9.0
7382,4907333,11.0,133.0,44.0,F,2.0,26494.01,0.0,3.0
7383,5470976,14.0,168.0,59.5,F,2.0,232211.19,6.0,9.0
7384,1252827,8.0,97.0,25.0,U,2.0,29205.45,0.0,3.0
7385,3522031,7.0,84.0,41.5,U,2.0,167102.06,2.0,5.0
7386,4630890,6.0,72.0,39.5,U,2.0,51609.08,3.0,6.0
7387,9131748,11.0,143.0,48.0,F,2.0,48987.83,6.0,9.0
7388,8278203,5.0,66.0,56.0,U,2.0,44388.07,4.0,7.0
7389,6484438,15.0,190.0,75.5,F,2.0,39351.99,4.0,7.0
7390,7377514,5.0,70.0,42.5,M,2.0,81824.54999999999,1.0,4.0
7391,8261002,8.0,97.0,68.0,U,2.0,49891.85,6.0,9.0
7392,6829681,17.0,207.0,58.5,F,2.0,32550.52,6.0,9.0
7393,5999097,15.0,181.0,40.0,F,2.0,146388.7,6.0,9.0
7394,1351566,7.0,84.0,45.5,M,2.0,58976.71,5.0,8.0
7395,4741517,11.0,143.0,56.0,F,2.0,152892.64,2.0,6.0
7396,422661,6.0,78.0,34.0,U,2.0,33676.58,3.0,6.0
7397,3408170,5.0,70.0,26.5,U,2.0,51926.45,3.0,6.0
7398,2915887,5.0,60.0,34.0,U,2.0,74272.42,0.0,3.0
7399,6807117,5.0,60.0,30.0,U,4.0,100487.25,6.0,9.0
7400,1660739,8.0,103.0,54.5,U,2.0,92445.25,2.0,5.0
7401,2799585,14.0,172.0,35.0,F,2.0,91406.13,0.0,3.0
7402,7706107,9.0,115.0,56.0,F,2.0,46146.74,0.0,3.0
7403,6802416,5.0,70.0,31.5,U,2.0,51643.2,5.0,8.0
7404,5113694,5.0,66.0,56.0,U,2.0,38956.61,4.0,7.0
7405,507610,5.0,66.0,57.5,U,2.0,50177.84,4.0,7.0
7406,5217742,14.0,174.0,57.5,F,2.0,28487.31,5.0,8.0
7407,3307527,28.0,341.0,51.5,M,4.0,1260940.35,5.0,8.0
7408,5334349,11.0,142.0,60.5,M,2.0,33134.16,2.0,5.0
7409,8789341,4.0,59.0,39.5,U,2.0,41181.56,6.0,9.0
7410,1958136,17.0,215.0,69.5,M,2.0,119208.68,5.0,8.0
7411,3523662,5.0,68.0,54.0,U,2.0,25054.08,0.0,3.0
7412,7530875,3.0,44.0,27.0,U,2.0,26065.92,3.0,6.0
7413,2845107,7.0,90.0,47.5,U,2.0,63220.71,1.0,5.0
7414,1761788,27.0,325.0,53.0,F,2.0,52029.84,1.0,4.0
7415,2309367,22.0,273.0,48.5,M,4.0,420726.35,6.0,9.0
7416,302083,21.0,263.0,55.5,M,3.0,184810.58,4.0,7.0
7417,8221841,21.0,253.0,51.5,F,4.0,295464.52,4.0,7.0
7418,6069204,20.0,240.0,54.0,U,2.0,40943.95,1.0,4.0
7419,6828388,19.0,238.0,51.5,F,2.0,152380.2,1.0,4.0
7420,9204823,13.0,164.0,32.0,F,3.0,93459.22,6.0,9.0
7421,4753030,10.0,128.0,60.0,M,2.0,353114.68,2.0,5.0
7422,8362231,5.0,70.0,56.0,U,3.0,47703.31,1.0,4.0
7423,5550810,11.0,142.0,42.0,F,2.0,106313.64,1.0,4.0
7424,7677343,13.0,162.0,29.0,U,2.0,42790.72,2.0,5.0
7425,8231864,10.0,131.0,70.5,F,2.0,69451.47,4.0,7.0
7426,7886659,5.0,66.0,49.0,U,2.0,128934.48,2.0,5.0
7427,8777123,4.0,58.0,31.5,U,3.0,121707.47,5.0,8.0
7428,1127966,13.0,157.0,37.5,F,2.0,30587.18,5.0,8.0
7429,4906659,4.0,59.0,29.5,U,2.0,51395.19,6.0,9.0
7430,775176,12.0,154.0,51.5,F,2.0,269227.29,1.0,4.0
7431,3370908,12.0,152.0,60.5,M,2.0,278152.15,5.0,8.0
7432,6752370,38.0,464.0,22.0,M,2.0,56574.43,2.0,5.0
7433,8125631,28.0,347.0,64.5,F,2.0,35880.09,1.0,4.0
7434,1444292,8.0,101.0,49.5,M,2.0,24902.69,0.0,3.0
7435,7247905,8.0,96.0,35.5,F,3.0,41371.06,5.0,8.0
7436,3676703,12.0,150.0,24.5,M,2.0,83864.67,4.0,7.0
7437,6430285,35.0,421.0,71.5,F,2.0,139357.84,2.0,5.0
7438,7069603,11.0,138.0,58.5,F,2.0,40412.67,3.0,6.0
7439,6951699,5.0,65.0,47.5,F,2.0,38968.14,0.0,3.0
7440,820937,11.0,136.0,55.5,M,4.0,136566.95,6.0,9.0
7441,2518624,5.0,71.0,45.5,M,3.0,487106.91,3.0,6.0
7442,5400115,8.0,97.0,37.0,U,2.0,35254.39,2.0,5.0
7443,6344380,7.0,84.0,25.0,U,2.0,36501.78,6.0,9.0
7444,2171729,16.0,197.0,39.0,M,2.0,144723.99,3.0,6.0
7445,2729240,15.0,181.0,40.5,M,2.0,125347.58,3.0,6.0
7446,7301686,6.0,74.0,38.0,F,2.0,58571.16,3.0,6.0
7447,2522435,6.0,83.0,45.5,F,3.0,152318.9,6.0,9.0
7448,3780314,5.0,65.0,65.5,M,2.0,191648.1,6.0,9.0
7449,6454946,15.0,181.0,72.0,M,2.0,125906.37,5.0,8.0
7450,7838013,9.0,118.0,49.0,M,2.0,110667.25,3.0,6.0
7451,7184289,7.0,93.0,65.5,U,2.0,82926.06,6.0,9.0
7452,5388818,14.0,168.0,57.0,M,2.0,133589.49,1.0,4.0
7453,7985210,27.0,332.0,84.5,F,3.0,354815.5,5.0,9.0
7454,1316640,7.0,95.0,56.5,F,2.0,221740.32,0.0,3.0
7455,6284860,8.0,96.0,46.5,U,2.0,74755.11,5.0,8.0
7456,428698,5.0,66.0,37.5,M,2.0,51758.32,0.0,3.0
7457,3602878,4.0,58.0,41.5,U,2.0,56624.73,5.0,8.0
7458,568021,15.0,184.0,51.0,F,2.0,206243.3,5.0,8.0
7459,1464247,19.0,235.0,43.0,U,2.0,203834.93,6.0,9.0
7460,7706200,14.0,179.0,35.5,M,3.0,72846.23,0.0,3.0
7461,3218552,8.0,105.0,28.5,F,2.0,27521.24,5.0,8.0
7462,4329001,7.0,95.0,65.5,U,2.0,42663.58,2.0,5.0
7463,5681515,9.0,114.0,73.5,M,2.0,168241.84999999998,1.0,4.0
7464,2037145,13.0,157.0,57.5,F,4.0,532954.31,5.0,8.0
7465,1449950,21.0,262.0,66.0,F,2.0,149125.59999999998,2.0,5.0
7466,6071571,21.0,255.0,55.0,F,2.0,45615.56,3.0,6.0
7467,7678847,19.0,232.0,69.0,F,3.0,502211.1,1.0,4.0
7468,1390327,18.0,221.0,52.5,F,4.0,499835.63,3.0,6.0
7469,6119952,16.0,203.0,60.5,M,3.0,65322.03,6.0,9.0
7470,4740341,25.0,311.0,61.0,U,2.0,23851.8,4.0,7.0
7471,879641,5.0,67.0,31.5,U,3.0,84481.23,3.0,6.0
7472,7944052,6.0,73.0,46.0,U,3.0,260319.94,5.0,8.0
7473,9583148,14.0,171.0,68.5,F,3.0,545184.29,5.0,8.0
7474,647081,9.0,117.0,28.5,M,2.0,43312.71,2.0,5.0
7475,6717348,6.0,74.0,25.5,U,3.0,55632.33,6.0,9.0
7476,9928734,13.0,167.0,72.0,F,2.0,37954.85,2.0,5.0
7477,2683922,6.0,78.0,60.5,U,3.0,546668.25,6.0,9.0
7478,6254145,11.0,141.0,23.5,M,2.0,25747.41,1.0,4.0
7479,4255527,11.0,133.0,51.5,F,2.0,69684.67,3.0,6.0
7480,6134030,13.0,165.0,32.0,U,4.0,109266.23,1.0,4.0
7481,3991922,8.0,96.0,68.0,U,2.0,162090.26,6.0,9.0
7482,4252852,11.0,132.0,71.0,M,2.0,75880.01,1.0,4.0
7483,8207876,10.0,122.0,44.0,M,2.0,28185.24,4.0,7.0
7484,9215294,8.0,105.0,52.0,F,2.0,89334.45,5.0,8.0
7485,8626524,26.0,322.0,38.5,M,2.0,61926.73,1.0,4.0
7486,1754960,14.0,179.0,55.0,M,2.0,130067.58,0.0,3.0
7487,5640255,12.0,146.0,43.0,M,2.0,104509.82,4.0,7.0
7488,2268205,35.0,424.0,29.5,F,2.0,54840.92999999999,1.0,4.0
7489,5256443,15.0,181.0,52.0,F,2.0,63319.02,1.0,4.0
7490,3875272,9.0,110.0,47.0,U,3.0,84604.70999999999,6.0,9.0
7491,7350373,6.0,72.0,46.5,M,3.0,790818.63,4.0,7.0
7492,4739615,13.0,163.0,60.0,M,2.0,109041.41,1.0,4.0
7493,1898889,12.0,153.0,72.0,M,2.0,456940.09,0.0,4.0
7494,816165,7.0,94.0,29.5,U,2.0,32550.96,6.0,9.0
7495,3401302,5.0,68.0,32.5,U,2.0,103696.49,4.0,7.0
7496,8456219,17.0,207.0,42.0,F,3.0,247484.36,0.0,3.0
7497,700142,15.0,191.0,33.5,M,2.0,36032.87,5.0,8.0
7498,3544228,9.0,117.0,70.0,F,2.0,33105.34,3.0,6.0
7499,4318822,5.0,70.0,25.0,U,2.0,39274.35,6.0,9.0
7500,4079997,7.0,94.0,60.0,U,2.0,85616.26999999999,3.0,6.0
7501,7422979,7.0,89.0,63.5,U,3.0,162462.02000000002,2.0,5.0
