,client_id,Variation
16415,3434665,Test
16416,4267969,Control
16417,7334784,Test
16418,3797600,Control
16419,947529,Control
16420,9343590,Test
16421,3193307,Control
16422,2431873,Test
16423,5910294,Test
16424,9701087,Test
16425,9483133,Test
16426,4056834,Test
16427,71296,Control
16428,737881,Test
16429,9112083,Control
16430,3916659,Control
16431,5523503,Control
16432,8007865,Control
16433,5363768,Test
16434,9912025,Control
16435,1083547,Control
16436,2198173,Control
16437,761315,Test
16438,1897580,Test
16439,699013,Test
16440,769431,Test
16441,1101969,Control
16442,2345159,Control
16443,3596285,Test
16444,2583622,Test
16445,4551179,Control
16446,5830093,Control
16447,9906955,Control
16448,9157464,Test
16449,7352536,Test
16450,8521849,Test
16451,8321659,Test
16452,7267625,Test
16453,6683397,Test
16454,5741247,Test
16455,9112416,Test
16456,3696772,Control
16457,584718,Control
16458,5823990,Control
16459,6045950,Test
16460,8284480,Test
16461,6199232,Test
16462,2945260,Control
16463,3911895,Test
16464,8815612,Control
16465,2447571,Test
16466,1909658,Control
16467,9898407,Control
16468,2761917,Control
16469,5178889,Control
16470,58589,Control
16471,4700269,Control
16472,4061978,Control
16473,5276671,Control
16474,2130164,Control
16475,4847886,Control
16476,4235212,Control
16477,3499592,Control
16478,5056707,Control
16479,4473931,Control
16480,5794865,Control
16481,7342212,Test
16482,8127091,Control
16483,6686840,Test
16484,8035152,Control
16485,9879325,Test
16486,2907112,Control
16487,6896687,Control
16488,4490987,Test
16489,7156458,Control
16490,9987449,Test
16491,3583461,Test
16492,3486139,Test
16493,2473281,Control
16494,3600404,Control
16495,2514143,Control
16496,5574005,Control
16497,4457078,Test
16498,3094709,Test
16499,3900372,Test
16500,2866503,Control
16501,4601536,Control
16502,5650179,Control
16503,2037206,Test
16504,6278306,Control
16505,3364777,Test
16506,8259142,Control
16507,5087893,Test
16508,283338,Control
16509,3912665,Test
16510,1022220,Control
16511,7473284,Control
16512,6397357,Test
16513,3128288,Test
16514,4586360,Test
16515,1431047,Test
16516,2735247,Control
16517,7325190,Control
16518,7887460,Test
16519,7096671,Control
16520,5133321,Control
16521,1038164,Test
16522,5160147,Control
16523,7706200,Control
16524,8911874,Test
16525,5112102,Test
16526,7939771,Test
16527,526419,Test
16528,3694112,Test
16529,7944056,Test
16530,5624653,Test
16531,1997443,Control
16532,6639480,Control
16533,4537483,Test
16534,8536810,Test
16535,3002288,Control
16536,5002974,Control
16537,9037718,Test
16538,883189,Test
16539,1654098,Test
16540,9847077,Test
16541,7653449,Control
16542,2482966,Control
16543,3651283,Test
16544,9824704,Test
16545,6113365,Test
16546,1561553,Test
16547,9576687,Test
16548,3679190,Control
16549,283840,Test
16550,6533373,Test
16551,494159,Control
16552,2111405,Test
16553,5316407,Control
16554,8390336,Test
16555,8689349,Test
16556,4262392,Control
16557,35138,Test
16558,7880860,Control
16559,6700649,Test
16560,5222375,Test
16561,9156622,Control
16562,5768111,Test
16563,7126980,Test
16564,4950260,Test
16565,6924555,Test
16566,6264901,Test
16567,5939402,Test
16568,6328652,Test
16569,3385452,Test
16570,1607661,Test
16571,9810326,Test
16572,7302432,Control
16573,3774976,Control
16574,9330958,Control
16575,1185634,Control
16576,6621196,Test
16577,6047402,Control
16578,1305958,Control
16579,6958124,Control
16580,3805116,Control
16581,4963028,Test
16582,6880632,Test
16583,1764983,Control
16584,4996959,Control
16585,1011173,Control
16586,5809163,Control
16587,6169715,Test
16588,7550463,Test
16589,5241101,Test
16590,2711885,Test
16591,6026089,Control
16592,8011247,Control
16593,5678810,Control
16594,6525738,Control
16595,332658,Test
16596,1775032,Test
16597,3486447,Control
16598,4616722,Test
16599,4313597,Control
16600,1137754,Control
16601,7751392,Control
16602,3423813,Control
16603,5103176,Control
16604,2276437,Control
16605,1052899,Test
16606,3685560,Test
16607,4208578,Test
16608,808498,Test
16609,9203317,Test
16610,8024335,Test
16611,6734846,Test
16612,795682,Control
16613,7145303,Test
16614,1901833,Test
16615,8709183,Test
16616,3875272,Control
16617,8466956,Test
16618,1690668,Control
16619,455069,Test
16620,4701679,Test
16621,405451,Test
16622,5062297,Test
16623,2911416,Control
16624,3828662,Control
16625,1461998,Control
16626,1466177,Control
16627,1920557,Control
16628,6115286,Test
16629,5106717,Test
16630,9030261,Control
16631,5903704,Test
16632,8519720,Control
16633,363631,Control
16634,6453414,Test
16635,3389054,Control
16636,5611560,Control
16637,2419159,Test
16638,3307059,Test
16639,1978704,Test
16640,2798000,Control
16641,8019092,Control
16642,7724904,Control
16643,8457919,Control
16644,1520050,Control
16645,7930438,Test
16646,8220559,Test
16647,4565623,Control
16648,6757761,Control
16649,9243184,Test
16650,547156,Control
16651,5300859,Test
16652,8253552,Test
16653,5152075,Test
16654,4199402,Control
16655,5878107,Test
16656,4549029,Test
16657,848241,Test
16658,4404464,Control
16659,9496081,Test
16660,6385658,Test
16661,8864617,Control
16662,7848564,Control
16663,5433735,Control
16664,5987659,Test
16665,2078453,Test
16666,2354616,Control
16667,3807151,Test
16668,186612,Control
16669,2271678,Test
16670,1194823,Control
16671,7613190,Test
16672,8264067,Test
16673,2188628,Control
16674,8388761,Test
16675,7047205,Test
16676,7214464,Control
16677,483783,Control
16678,6244402,Test
16679,2175321,Test
16680,3105736,Test
16681,9605388,Control
16682,7348865,Test
16683,3820374,Control
16684,1600479,Test
16685,7146910,Test
16686,349305,Control
16687,6063396,Control
16688,7222675,Test
16689,1609374,Control
16690,5288246,Control
16691,8950121,Test
16692,21940,Control
16693,1367125,Test
16694,6752957,Test
16695,4652182,Control
16696,1289046,Test
16697,1706287,Control
16698,4777298,Test
16699,2353620,Test
16700,7743934,Test
16701,103515,Control
16702,7820430,Control
16703,6181347,Test
16704,7703886,Test
16705,1905940,Control
16706,1719528,Control
16707,6972711,Control
16708,3491383,Test
16709,8647202,Test
16710,1692913,Control
16711,1321300,Control
16712,8018948,Test
16713,9895543,Test
16714,7125504,Test
16715,6970475,Test
16716,3808373,Control
16717,6602220,Test
16718,1507058,Control
16719,7114749,Test
16720,2873060,Test
16721,2873827,Control
16722,3587475,Control
16723,2621902,Test
16724,2496739,Test
16725,2934436,Test
16726,7221844,Test
16727,196103,Control
16728,6279584,Test
16729,2743993,Test
16730,9552351,Control
16731,608431,Control
16732,5063465,Test
16733,2809364,Test
16734,2182897,Test
16735,829911,Test
16736,8205867,Test
16737,8445363,Test
16738,6681156,Test
16739,2671678,Control
16740,9179657,Test
16741,3729033,Test
16742,3328514,Control
16743,6929927,Control
16744,1264749,Test
16745,6742711,Test
16746,5481931,Control
16747,2491115,Test
16748,6714049,Test
16749,2668062,Control
16750,1298301,Control
16751,6498549,Test
16752,1318165,Test
16753,9171553,Control
16754,8629202,Control
16755,2740285,Test
16756,9417884,Test
16757,9115212,Test
16758,7679817,Control
16759,9693798,Control
16760,9119435,Control
16761,9418880,Test
16762,5572164,Control
16763,5295744,Test
16764,217547,Test
16765,9055966,Control
16766,475350,Control
16767,7617669,Test
16768,2919562,Test
16769,4399065,Test
16770,812775,Test
16771,8101023,Control
16772,2386069,Test
16773,9173581,Control
16774,8106708,Control
16775,8006067,Test
16776,644006,Control
16777,7835044,Test
16778,6965031,Test
16779,5079210,Test
16780,250924,Test
16781,4690278,Control
16782,1674888,Test
16783,6474685,Control
16784,4320138,Control
16785,8445313,Test
16786,6858835,Test
16787,979484,Control
16788,7321228,Test
16789,5672855,Control
16790,7166916,Control
16791,6404613,Control
16792,3833432,Control
16793,9132681,Test
16794,208784,Test
16795,6586594,Test
16796,6429753,Test
16797,6915165,Test
16798,2296131,Control
16799,1330386,Test
16800,2564246,Control
16801,963427,Control
16802,7340969,Test
16803,3172746,Test
16804,765467,Test
16805,3191820,Control
16806,7265828,Test
16807,4080376,Test
16808,8081742,Control
16809,8441692,Control
16810,1770619,Test
16811,4775386,Control
16812,7924466,Test
16813,3460741,Control
16814,7297910,Test
16815,3149064,Test
16816,6845707,Control
16817,9539032,Control
16818,948952,Test
16819,9095014,Control
16820,5231420,Test
16821,440861,Test
16822,7416962,Test
16823,9810735,Control
16824,3389513,Test
16825,4411825,Test
16826,3037662,Test
16827,9145535,Test
16828,5453216,Test
16829,7831891,Control
16830,1109184,Control
16831,5829295,Test
16832,3058849,Control
16833,4686729,Control
16834,2533218,Control
16835,9408108,Control
16836,6637097,Test
16837,1640513,Control
16838,1412035,Test
16839,3906545,Test
16840,211380,Test
16841,2239147,Test
16842,7678937,Test
16843,5042070,Test
16844,5014452,Control
16845,4458772,Test
16846,9436400,Control
16847,5310212,Test
16848,3476918,Control
16849,6087292,Test
16850,8404858,Test
16851,340534,Control
16852,4948825,Control
16853,9642582,Test
16854,9695890,Control
16855,1176370,Control
16856,1659273,Test
16857,9516881,Control
16858,6291626,Test
16859,3562505,Control
16860,1599359,Test
16861,8876452,Test
16862,1541824,Test
16863,6250207,Test
16864,1672987,Test
16865,8059745,Test
16866,1230904,Test
16867,957204,Test
16868,1992563,Test
16869,6257035,Control
16870,3740622,Control
16871,2304905,Control
16872,2036184,Control
16873,9306176,Control
16874,7935625,Test
16875,341647,Test
16876,4663835,Control
16877,3246979,Control
16878,7060578,Control
16879,7979029,Test
16880,3949059,Control
16881,3427205,Control
16882,4826644,Control
16883,6984142,Control
16884,2437021,Test
16885,3003277,Control
16886,5944624,Control
16887,2560230,Test
16888,6328234,Test
16889,1809919,Control
16890,3633484,Test
16891,4489429,Control
16892,647485,Control
16893,6886786,Control
16894,8454368,Control
16895,2671221,Control
16896,2191017,Test
16897,6125000,Test
16898,9854028,Test
16899,1362185,Test
16900,9457142,Test
16901,8530482,Test
16902,3536121,Test
16903,1960766,Test
16904,995709,Test
16905,8314951,Test
16906,9528028,Control
16907,7215328,Test
16908,605076,Test
16909,6384397,Control
16910,9600075,Test
16911,4737538,Test
16912,2719973,Test
16913,6713145,Control
16914,1150052,Test
16915,350165,Control
16916,929509,Control
16917,4034001,Test
16918,1067041,Test
16919,1267351,Control
16920,1920314,Control
16921,6938338,Control
16922,5249895,Test
16923,9903573,Test
16924,7906921,Control
16925,1365573,Test
16926,9177075,Test
16927,3521842,Test
16928,3275853,Control
16929,7871483,Control
16930,410421,Test
16931,5557932,Test
16932,5954787,Control
16933,9935493,Test
16934,2913667,Test
16935,1629940,Test
16936,186246,Control
16937,7551666,Control
16938,3876347,Control
16939,7458629,Control
16940,8847796,Control
16941,5290260,Control
16942,4827135,Control
16943,535273,Control
16944,7210850,Control
16945,9398666,Test
16946,8120968,Test
16947,1183736,Test
16948,1694342,Test
16949,1234849,Control
16950,428135,Test
16951,6335136,Test
16952,8861461,Control
16953,6800453,Test
16954,4180058,Test
16955,2380077,Control
16956,2879531,Control
16957,9938114,Control
16958,4488934,Test
16959,5750821,Control
16960,5090952,Test
16961,2352899,Test
16962,4185078,Test
16963,6043981,Control
16964,865942,Control
16965,4966098,Test
16966,2640361,Control
16967,2733202,Control
16968,6006176,Control
16969,2852533,Test
16970,382998,Test
16971,7485585,Control
16972,940064,Test
16973,2432802,Test
16974,6405971,Test
16975,5693416,Control
16976,72915,Test
16977,6493011,Test
16978,8600325,Test
16979,5673466,Test
16980,3590388,Test
16981,5333493,Test
16982,2281797,Control
16983,1932749,Control
16984,1064850,Control
16985,6030221,Test
16986,968652,Test
16987,4874001,Test
16988,3201983,Test
16989,5423819,Test
16990,9095428,Test
16991,2302138,Test
16992,1849801,Test
16993,3871465,Control
16994,7883976,Control
16995,5195712,Test
16996,7141663,Test
16997,5295191,Control
16998,6629523,Test
16999,7333606,Test
17000,9582266,Test
17001,4706130,Control
17002,585691,Control
17003,8191330,Control
17004,1810801,Test
17005,4950671,Test
17006,2711657,Control
17007,3945005,Control
17008,1729247,Control
17009,2581786,Control
17010,9278882,Test
17011,6943538,Test
17012,335950,Control
17013,656481,Control
17014,5644149,Control
17015,3610632,Test
17016,917269,Control
17017,472271,Control
17018,6938297,Control
17019,8433097,Test
17020,8740822,Control
17021,3754373,Test
17022,9241279,Test
17023,3671996,Test
17024,19613,Control
17025,461547,Test
17026,72988,Test
17027,3635129,Test
17028,1165580,Test
17029,5404759,Control
17030,9182143,Control
17031,1106634,Test
17032,629666,Test
17033,6091101,Test
17034,3128149,Control
17035,3738189,Control
17036,2368690,Test
17037,1689225,Test
17038,6102201,Control
17039,8237194,Control
17040,1862644,Test
17041,8927733,Control
17042,9489360,Control
17043,312042,Test
17044,6681352,Control
17045,3134802,Control
17046,2250474,Test
17047,7468471,Control
17048,8526268,Test
17049,2952435,Test
17050,6210506,Control
17051,6138017,Test
17052,297011,Control
17053,1465091,Control
17054,1435541,Control
17055,9276875,Control
17056,7363198,Test
17057,6391543,Test
17058,5049224,Test
17059,370021,Test
17060,2671924,Test
17061,9798513,Test
17062,9615064,Test
17063,5842501,Test
17064,5646191,Control
17065,2414662,Test
17066,7392475,Test
17067,8938855,Control
17068,8848698,Test
17069,6793099,Control
17070,7857846,Test
17071,8125661,Test
17072,2834150,Test
17073,539094,Control
17074,1645488,Test
17075,1424491,Test
17076,6707760,Test
17077,513275,Control
17078,140489,Control
17079,9380287,Control
17080,6155261,Control
17081,2593741,Test
17082,8409958,Test
17083,1705319,Test
17084,2447244,Test
17085,6539582,Control
17086,8666599,Control
17087,3689424,Test
17088,7475920,Test
17089,254604,Test
17090,1016968,Control
17091,1647318,Control
17092,5107764,Control
17093,7174933,Test
17094,7302525,Control
17095,9735541,Control
17096,5182699,Control
17097,8996677,Test
17098,3563683,Test
17099,7809063,Control
17100,9191817,Control
17101,338641,Control
17102,6339028,Control
17103,4319828,Test
17104,473108,Control
17105,8695761,Test
17106,5142424,Test
17107,6621142,Test
17108,3342852,Control
17109,6459338,Control
17110,8607441,Test
17111,7777115,Test
17112,9063969,Control
17113,4760297,Test
17114,4908086,Control
17115,18549,Test
17116,7047016,Control
17117,4006955,Test
17118,7374569,Control
17119,3886052,Test
17120,7445170,Control
17121,4864953,Test
17122,7196077,Test
17123,8119900,Control
17124,8412648,Test
17125,1500813,Control
17126,2727788,Test
17127,9904400,Test
17128,6741190,Test
17129,6303834,Control
17130,5399235,Test
17131,7362381,Test
17132,6132846,Test
17133,6406276,Control
17134,3980251,Control
17135,3253038,Test
17136,5401809,Control
17137,2047305,Control
17138,6162060,Control
17139,4799313,Control
17140,9022088,Control
17141,5908562,Control
17142,8408846,Test
17143,7164466,Control
17144,5428288,Test
17145,9038354,Control
17146,2768988,Test
17147,1535789,Test
17148,2227118,Test
17149,143267,Test
17150,4302393,Control
17151,861720,Test
17152,3254156,Test
17153,9777140,Control
17154,8362231,Test
17155,9489931,Test
17156,706243,Test
17157,5356141,Test
17158,5256980,Control
17159,7975145,Test
17160,6348972,Test
17161,329062,Test
17162,4431912,Test
17163,7693643,Control
17164,5678409,Control
17165,4681351,Test
17166,8142299,Test
17167,5638824,Test
17168,6405849,Test
17169,9518545,Test
17170,4749118,Test
17171,3074522,Test
17172,1339409,Control
17173,9928912,Test
17174,7309277,Test
17175,5349590,Test
17176,9120611,Control
17177,1700375,Control
17178,5337249,Test
17179,3359276,Control
17180,8554018,Test
17181,8104990,Control
17182,68884,Test
17183,1813291,Test
17184,2492053,Control
17185,4292321,Test
17186,3519205,Test
17187,5466160,Test
17188,9761765,Test
17189,6966261,Control
17190,745787,Test
17191,7034253,Control
17192,9825338,Test
17193,4376143,Test
17194,9808929,Test
17195,6469535,Control
17196,4999510,Control
17197,2344790,Control
17198,2526016,Test
17199,9023510,Control
17200,8612359,Test
17201,9302667,Test
17202,6886401,Control
17203,4314509,Test
17204,2731499,Control
17205,5913469,Test
17206,8748647,Control
17207,4736680,Control
17208,2736219,Test
17209,2980446,Test
17210,401147,Test
17211,3531531,Test
17212,2282363,Test
17213,5444568,Control
17214,5220791,Control
17215,4227154,Control
17216,1353984,Test
17217,3098485,Control
17218,4793839,Test
17219,5775881,Test
17220,1048888,Control
17221,7810598,Control
17222,101143,Control
17223,4070381,Control
17224,6099173,Test
17225,9469078,Test
17226,8600021,Test
17227,5549673,Test
17228,4259489,Control
17229,1709814,Test
17230,4739411,Test
17231,4963713,Control
17232,913238,Control
17233,8732056,Control
17234,2427690,Control
17235,6154532,Control
17236,2692947,Control
17237,1001339,Test
17238,1135521,Control
17239,6330052,Test
17240,4071963,Control
17241,3707510,Test
17242,1755,Test
17243,3959262,Control
17244,3664153,Test
17245,1727347,Test
17246,7374536,Control
17247,6469222,Test
17248,346409,Control
17249,4850477,Test
17250,1726666,Control
17251,6322646,Test
17252,7121375,Test
17253,8597482,Test
17254,9639688,Control
17255,8289983,Test
17256,6579097,Control
17257,7041791,Test
17258,2660839,Test
17259,2799355,Test
17260,3167031,Test
17261,8267012,Test
17262,4042374,Test
17263,1139286,Test
17264,9873924,Test
17265,1824294,Control
17266,5985130,Control
17267,2447983,Control
17268,3319565,Control
17269,8913318,Control
17270,3442959,Control
17271,4693164,Control
17272,1099815,Control
17273,960724,Test
17274,8905762,Control
17275,4687902,Control
17276,3843556,Control
17277,9877819,Control
17278,3779548,Control
17279,9023746,Control
17280,1783799,Test
17281,9685360,Control
17282,7360800,Control
17283,8141724,Test
17284,105623,Control
17285,3987522,Control
17286,6716899,Test
17287,4009531,Test
17288,5410113,Test
17289,9248863,Control
17290,2377937,Control
17291,2337097,Test
17292,5750349,Control
17293,9632911,Test
17294,8909853,Test
17295,3284406,Control
17296,6931123,Test
17297,255668,Control
17298,7073450,Test
17299,6785898,Test
17300,8459444,Test
17301,6093592,Test
17302,2086391,Test
17303,5487657,Control
17304,4838456,Control
17305,6505524,Test
17306,8961892,Control
17307,407433,Test
17308,5726346,Test
17309,8728689,Test
17310,4283717,Test
17311,834551,Test
17312,7082842,Test
17313,1031921,Test
17314,5419482,Test
17315,2761914,Test
17316,5740001,Control
17317,5314335,Test
17318,7608281,Test
17319,2911179,Test
17320,8888379,Control
17321,1910132,Test
17322,4647168,Test
17323,1510521,Control
17324,3971814,Test
17325,6772022,Test
17326,5251521,Test
17327,2942725,Test
17328,2812755,Control
17329,91443,Test
17330,8418726,Test
17331,4546077,Test
17332,356380,Control
17333,5892897,Test
17334,6618847,Control
17335,4481563,Test
17336,5537504,Control
17337,6320688,Control
17338,3489434,Test
17339,3773162,Test
17340,3289674,Control
17341,7391530,Test
17342,2946499,Control
17343,9625960,Test
17344,7943030,Test
17345,1593015,Test
17346,7337735,Test
17347,1413324,Control
17348,1137042,Test
17349,9175871,Control
17350,3733130,Test
17351,3004927,Test
17352,7321562,Test
17353,7588562,Control
17354,5968147,Test
17355,3428598,Control
17356,9870806,Test
17357,1292764,Test
17358,5835614,Control
17359,3307231,Test
17360,8310296,Control
17361,4889439,Test
17362,570484,Control
17363,4237223,Control
17364,6635407,Test
17365,2197044,Test
17366,760027,Test
17367,3272311,Control
17368,1721428,Control
17369,542598,Control
17370,2449601,Control
17371,3606864,Test
17372,3239592,Control
17373,3341219,Control
17374,911208,Test
17375,8889640,Test
17376,6573672,Control
17377,4827308,Control
17378,940063,Control
17379,8785963,Test
17380,9118253,Control
17381,318535,Test
17382,9037504,Test
17383,5813942,Test
17384,2302866,Control
17385,9127278,Test
17386,4582770,Test
17387,1866710,Test
17388,468336,Control
17389,2823820,Test
17390,934609,Test
17391,6342468,Test
17392,4082227,Control
17393,3743045,Test
17394,1718808,Control
17395,8006083,Test
17396,944052,Control
17397,4673961,Test
17398,437914,Test
17399,2941981,Test
17400,7138608,Control
17401,5843202,Test
17402,6412757,Test
17403,9632177,Control
17404,9943040,Control
17405,873869,Control
17406,9684889,Test
17407,4502570,Test
17408,8004609,Test
17409,6459475,Test
17410,7431511,Test
17411,214667,Test
17412,1139394,Test
17413,1651717,Control
17414,339684,Test
17415,7677128,Control
17416,8316689,Test
17417,2398023,Control
17418,4094897,Control
17419,7167812,Test
17420,3177883,Test
17421,9139012,Control
17422,1260749,Control
17423,8285903,Test
17424,2973312,Control
17425,8938687,Test
17426,7342689,Test
17427,296527,Control
17428,9285226,Test
17429,1523453,Control
17430,470365,Test
17431,8355475,Test
17432,6259660,Control
17433,2907116,Control
17434,7912744,Test
17435,7779114,Test
17436,4350221,Test
17437,1859494,Test
17438,2800486,Test
17439,1905725,Test
17440,3175882,Control
17441,654022,Control
17442,6113967,Test
17443,6252754,Control
17444,7684999,Control
17445,7759774,Control
17446,6658882,Test
17447,8122164,Control
17448,3959670,Control
17449,5619969,Test
17450,7048186,Control
17451,945249,Control
17452,7531183,Test
17453,3930392,Control
17454,2911193,Control
17455,2054906,Control
17456,3760409,Test
17457,5451698,Test
17458,423947,Test
17459,1848189,Control
17460,92864,Test
17461,448522,Test
17462,2947955,Control
17463,6650353,Control
17464,4679141,Test
17465,3256200,Test
17466,3006945,Control
17467,6537286,Test
17468,709015,Control
17469,4102723,Control
17470,695585,Test
17471,7175784,Control
17472,2086854,Control
17473,1147806,Control
17474,4911800,Control
17475,1043374,Test
17476,487098,Test
17477,9866232,Control
17478,5031797,Test
17479,7911750,Control
17480,6061403,Test
17481,2343199,Control
17482,6308456,Test
17483,9465893,Test
17484,8203134,Control
17485,8265200,Test
17486,7524332,Control
17487,5817225,Control
17488,6380474,Control
17489,7727853,Control
17490,4100506,Control
17491,589815,Control
17492,7418692,Test
17493,2599021,Test
17494,5641834,Control
17495,7957253,Test
17496,133471,Control
17497,4757392,Test
17498,8091457,Control
17499,8947692,Test
17500,497986,Control
17501,8299642,Control
17502,6202775,Control
17503,7326173,Control
17504,1450142,Control
17505,9161866,Test
17506,1484672,Control
17507,3112649,Test
17508,8673673,Test
17509,5437189,Test
17510,7913092,Test
17511,3545814,Test
17512,8520650,Control
17513,9319811,Test
17514,6991159,Control
17515,7920028,Test
17516,8154299,Control
17517,6768904,Test
17518,5845530,Test
17519,5225492,Control
17520,45485,Test
17521,9051839,Control
17522,3230695,Control
17523,2259706,Control
17524,4989120,Control
17525,1851161,Control
17526,4657177,Test
17527,1550877,Control
17528,7872500,Control
17529,311794,Control
17530,8734321,Control
17531,3996290,Control
17532,4523387,Control
17533,7495084,Control
17534,3334174,Test
17535,8646319,Test
17536,4687224,Control
17537,1591487,Control
17538,7160657,Control
17539,6393896,Test
17540,6105618,Control
17541,4090225,Control
17542,8976765,Control
17543,6905898,Control
17544,7185880,Test
17545,2912507,Test
17546,3234485,Test
17547,1186455,Control
17548,8867575,Control
17549,7702765,Test
17550,1839485,Control
17551,691954,Test
17552,3173410,Control
17553,5300015,Control
17554,9227720,Test
17555,6576739,Test
17556,9476934,Test
17557,4749518,Test
17558,1244969,Test
17559,3198805,Control
17560,2408953,Control
17561,7890640,Test
17562,5328613,Test
17563,5090001,Control
17564,4035739,Control
17565,7701926,Test
17566,3340793,Test
17567,8663255,Control
17568,1943226,Test
17569,5557680,Control
17570,5888658,Control
17571,2993545,Test
17572,4110312,Test
17573,9130118,Test
17574,5902640,Test
17575,2667117,Control
17576,6947298,Control
17577,3472080,Test
17578,4070629,Test
17579,7984382,Control
17580,254505,Test
17581,9695857,Test
17582,3612419,Control
17583,9915209,Test
17584,5573337,Test
17585,7564510,Control
17586,4473990,Control
17587,5102064,Control
17588,9179290,Control
17589,4678675,Control
17590,2943380,Test
17591,4456851,Test
17592,4902947,Test
17593,1516,Test
17594,6583985,Control
17595,47571,Control
17596,8966719,Test
17597,5734562,Control
17598,3656867,Test
17599,4174660,Control
17600,9365448,Test
17601,5017082,Test
17602,9617464,Control
17603,9752962,Control
17604,1944919,Control
17605,9270161,Control
17606,7144585,Test
17607,8504863,Control
17608,3329411,Test
17609,5841697,Control
17610,7439738,Control
17611,7968911,Control
17612,3373550,Test
17613,2559245,Test
17614,7856644,Control
17615,7197720,Control
17616,5041665,Test
17617,1901190,Test
17618,3768610,Test
17619,561240,Control
17620,4257465,Test
17621,1563967,Test
17622,8947199,Control
17623,9071130,Control
17624,4431185,Control
17625,8505774,Test
17626,1354401,Control
17627,6858059,Test
17628,955795,Test
17629,5055243,Test
17630,4589823,Control
17631,2949083,Control
17632,3828797,Control
17633,6712609,Test
17634,6281865,Test
17635,1780871,Control
17636,7317313,Test
17637,5659799,Control
17638,4511257,Control
17639,2848615,Control
17640,4097289,Test
17641,1626293,Test
17642,7203408,Test
17643,2959374,Test
17644,5236006,Control
17645,8880689,Test
17646,8084297,Control
17647,5697633,Test
17648,844566,Control
17649,1272103,Test
17650,1165414,Control
17651,7798595,Test
17652,3888074,Test
17653,5632684,Control
17654,6618689,Test
17655,554055,Control
17656,9050287,Test
17657,9161864,Test
17658,1042593,Test
17659,3271556,Control
17660,4531279,Test
17661,861889,Control
17662,5790417,Control
17663,8599504,Test
17664,2183135,Test
17665,6208963,Test
17666,5554140,Test
17667,5347642,Control
17668,673678,Control
17669,7925912,Test
17670,6718830,Control
17671,1421939,Control
17672,2651167,Test
17673,9657503,Test
17674,1866350,Control
17675,4455114,Test
17676,163907,Test
17677,1508297,Control
17678,7079712,Test
17679,3554484,Test
17680,4532223,Control
17681,4989258,Test
17682,701476,Test
17683,9935303,Control
17684,131973,Test
17685,4069568,Control
17686,8511849,Control
17687,8981296,Control
17688,5514104,Control
17689,969338,Control
17690,7496027,Control
17691,9659818,Test
17692,3732889,Test
17693,3607333,Control
17694,666370,Test
17695,4432738,Control
17696,5755120,Test
17697,7885840,Test
17698,5338131,Test
17699,395711,Test
17700,1329591,Test
17701,6492992,Control
17702,8935534,Test
17703,736578,Control
17704,5077000,Test
17705,7317091,Control
17706,7335609,Test
17707,2305813,Control
17708,4732420,Control
17709,475897,Test
17710,2070948,Control
17711,8397348,Test
17712,6115596,Test
17713,8079329,Test
17714,2434345,Test
17715,6368257,Test
17716,8441943,Test
17717,3058053,Test
17718,8533823,Control
17719,3632590,Test
17720,9247791,Test
17721,9884605,Control
17722,8043160,Control
17723,109175,Control
17724,4216855,Test
17725,8391912,Control
17726,227588,Test
17727,1980260,Test
17728,3739003,Control
17729,9896942,Test
17730,8169008,Control
17731,320586,Control
17732,4644874,Test
17733,7028451,Test
17734,2973823,Control
17735,3621077,Test
17736,2277404,Control
17737,838364,Control
17738,533703,Test
17739,6608805,Test
17740,2536235,Test
17741,8634174,Control
17742,6601110,Control
17743,3619773,Test
17744,9664692,Control
17745,7493592,Control
17746,2059285,Control
17747,7609773,Control
17748,1406494,Control
17749,2424231,Control
17750,1868765,Control
17751,9080510,Control
17752,193054,Control
17753,2819135,Test
17754,3657005,Test
17755,552124,Control
17756,2420607,Test
17757,7114816,Control
17758,9168960,Test
17759,2785390,Test
17760,3698724,Test
17761,4204839,Control
17762,4793295,Control
17763,7649374,Test
17764,8136408,Test
17765,5662762,Test
17766,5566485,Control
17767,7114316,Test
17768,247960,Test
17769,2290080,Control
17770,6513834,Control
17771,3975369,Test
17772,6966638,Control
17773,5336797,Test
17774,4280453,Control
17775,4287871,Test
17776,5019475,Test
17777,688832,Control
17778,7911085,Control
17779,9190659,Test
17780,8573969,Control
17781,5166780,Test
17782,9374016,Control
17783,8612311,Test
17784,6666419,Test
17785,5204027,Test
17786,3734502,Control
17787,7307378,Control
17788,4765645,Control
17789,6051306,Test
17790,8025695,Control
17791,869786,Control
17792,5664561,Test
17793,5505565,Control
17794,3517546,Test
17795,6693164,Control
17796,6877045,Test
17797,1184945,Control
17798,8660336,Test
17799,791114,Test
17800,7649485,Test
17801,7225109,Test
17802,3318205,Control
17803,7640972,Test
17804,3342017,Control
17805,4610764,Test
17806,7699312,Control
17807,5049068,Control
17808,4374194,Control
17809,8710693,Test
17810,4377932,Control
17811,6643741,Control
17812,4059611,Control
17813,7650999,Control
17814,579429,Control
17815,5092713,Test
17816,5891909,Test
17817,9209403,Control
17818,5475611,Test
17819,4798704,Control
17820,8782543,Test
17821,6560666,Test
17822,5540761,Control
17823,739719,Control
17824,9211898,Control
17825,6231137,Control
17826,2342940,Test
17827,3313674,Test
17828,5623848,Test
