id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
5418200245,3/30/15,3,1.75,1940,8729,1,0,0,3,8,1460,480,1960,0,98125,47.7027,-122.282,2250,9165,781000
7228502150,10/23/14,4,1,1270,3630,1.5,0,0,3,7,1270,0,1903,0,98122,47.6135,-122.307,1420,4848,402500
7972601030,4/20/15,3,1.5,1380,7200,1,0,0,3,7,1080,300,1948,0,98106,47.5292,-122.348,1220,7200,426000
7853270940,9/5/14,3,2.5,1720,4515,2,0,0,3,7,1720,0,2005,0,98065,47.5426,-121.879,2220,4618,389000
5561401220,7/7/14,6,3,4050,36171,2,0,0,4,8,2620,1430,1970,0,98027,47.4708,-122.015,3660,42874,670000
1336800015,5/21/14,4,3.25,3660,5800,2.5,0,0,3,10,3360,300,1909,1995,98112,47.6283,-122.312,3240,5800,1510000
8944750850,5/21/14,3,2.25,1870,3230,2,0,0,3,7,1870,0,1997,0,98056,47.4915,-122.167,1620,3363,288400
3362400590,2/19/15,4,2,2230,4635,1.5,0,0,5,7,1510,720,1908,0,98103,47.682,-122.349,1520,4635,700000
6821100195,3/31/15,4,3,2020,6000,1,0,0,3,8,1220,800,1968,2015,98199,47.6563,-122.401,1400,6000,830000
1827200265,9/11/14,2,2.75,3690,32044,2,1,4,3,12,3690,0,1989,0,98166,47.4485,-122.369,2310,26988,1900000
5100401429,10/9/14,2,1,1450,6380,1,0,0,3,7,1450,0,1967,0,98115,47.6924,-122.321,1240,6380,350500
6116500028,5/3/15,3,1.75,1630,9000,1,0,0,4,7,1630,0,1956,0,98166,47.4521,-122.36,1600,11120,431000
2759800110,10/31/14,3,2.5,1840,8250,1,0,1,3,8,1340,500,1958,0,98177,47.7767,-122.378,1970,7920,485000
579000096,10/10/14,3,1.5,1620,7500,1,0,2,4,8,1620,0,1949,0,98117,47.7014,-122.381,2440,7800,780000
9169600096,8/1/14,2,1.5,1840,9000,1,0,2,3,8,1340,500,1957,0,98136,47.5281,-122.388,1880,7560,720000
1226059112,2/20/15,3,1,1360,73616,1,0,0,3,7,1360,0,1971,0,98072,47.7528,-122.119,2040,50965,415000
6021503830,6/20/14,4,1,2080,5500,1,0,0,3,7,1040,1040,1941,0,98117,47.6838,-122.386,1280,4000,480000
3824100291,9/16/14,4,2.25,2550,10000,1,0,0,4,7,1560,990,1979,0,98028,47.77,-122.259,2440,10000,452250
9264921030,4/6/15,3,2.5,2550,8170,2,0,0,3,8,2550,0,1985,0,98023,47.311,-122.345,1840,8823,316000
8073000495,10/10/14,2,1,1160,17635,1,1,4,3,6,1160,0,1945,0,98178,47.5117,-122.248,1510,13122,700000
7129304105,7/29/14,4,2,1760,5500,1,0,1,3,7,780,980,1925,2004,98118,47.5183,-122.265,1510,5500,285000
525049085,9/18/14,3,1.75,1720,4050,1,0,0,5,7,860,860,1906,0,98115,47.6782,-122.314,1720,4410,575000
6117500785,7/22/14,3,2.25,2300,12430,1,0,2,4,8,1580,720,1960,0,98166,47.435,-122.347,2500,12430,590000
6115400008,2/26/15,4,1.75,2500,20868,1,0,2,3,8,1600,900,1956,0,98166,47.431,-122.338,2170,15026,587500
4024101545,9/22/14,4,2.25,1750,10270,1.5,0,0,4,8,1750,0,1968,0,98155,47.7612,-122.31,1750,10127,364000
8651511220,12/17/14,3,2.5,1890,10190,2,0,0,3,8,1890,0,1986,0,98074,47.6478,-122.061,2080,9794,490000
5561301280,5/5/14,3,2.25,1800,36704,1,0,0,4,8,1360,440,1978,0,98027,47.4688,-122.013,2730,36404,410000
3629800100,10/28/14,3,2.5,2160,4297,2,0,0,3,9,2160,0,1999,0,98029,47.5476,-122.012,2160,3968,520000
6141100750,10/8/14,3,1,1380,6591,1,0,0,4,7,1380,0,1947,0,98133,47.7164,-122.351,1610,6594,389000
2770605065,11/18/14,2,1,1180,6000,1,0,0,3,7,1180,0,1910,0,98119,47.6531,-122.373,1600,6000,450000
2517100490,12/5/14,3,2.5,2550,4240,2,0,0,3,7,2550,0,2006,0,98031,47.3986,-122.169,2550,4240,325000
4083801785,3/13/15,2,1,1070,5000,1,0,0,3,7,1070,0,1924,0,98103,47.6631,-122.337,1400,4000,660000
4318200405,6/20/14,3,2.25,2870,8170,2,0,0,3,10,2250,620,1995,0,98136,47.5363,-122.385,1310,8170,850000
2329810590,8/6/14,3,2.5,1940,9874,2,0,0,3,7,1940,0,1990,0,98042,47.3794,-122.113,1860,8875,285000
2768301214,12/11/14,2,1,870,3121,1,0,0,4,7,870,0,1923,0,98107,47.6659,-122.369,1570,1777,395000
1931301105,7/17/14,3,2,1550,2401,2,0,0,3,7,1550,0,1996,0,98103,47.6545,-122.348,1550,3446,440000
3343903640,3/13/15,3,1.75,1400,5648,1.5,0,0,5,6,1400,0,1917,0,98056,47.5133,-122.196,2320,9420,249000
8813400245,2/27/15,3,1.75,1210,4400,1.5,0,0,4,8,1210,0,1930,0,98105,47.6621,-122.288,2020,3750,635000
3521049048,8/11/14,3,2.5,3430,48993,2,0,0,3,9,3430,0,2001,0,98001,47.2609,-122.27,2460,36256,515000
1118001645,1/30/15,3,3.25,3020,6073,2,0,0,4,9,3020,0,1954,0,98112,47.6332,-122.29,3020,7700,1400000
2968801105,3/4/15,2,1,950,8100,1,0,0,3,6,950,0,1955,0,98166,47.4572,-122.351,1620,7630,200000
3524039209,5/6/14,4,2.75,3370,8103,1,0,3,3,9,1970,1400,1970,2014,98136,47.5232,-122.383,2120,6360,1140000
952003480,11/17/14,4,1,1460,4600,1,0,2,3,6,780,680,1946,0,98126,47.566,-122.38,1560,4600,445000
2877102670,7/7/14,3,1.5,1740,4200,1.5,0,0,4,7,1640,100,1920,0,98117,47.6782,-122.361,1660,3750,555000
5014000100,9/24/14,4,2,1720,6413,1,0,0,4,7,860,860,1950,0,98116,47.5734,-122.395,1280,6413,537000
7399301050,1/27/15,3,1.75,1480,7500,1,0,0,4,7,1480,0,1968,0,98055,47.4629,-122.187,1480,7500,315000
6979940100,1/29/15,5,2.5,3320,7266,2,0,0,3,9,3320,0,2000,0,98075,47.5862,-122.054,3060,10269,805000
8731982840,8/26/14,4,2.5,3490,9030,1.5,0,0,4,8,3490,0,1969,0,98023,47.3198,-122.386,2540,8400,414000
6909200037,8/15/14,2,1.5,1160,1648,2,0,0,3,7,1160,0,2002,0,98144,47.5916,-122.293,1458,2351,375000
1160000115,3/4/15,4,1.75,3010,12523,1,0,0,3,8,1780,1230,1952,0,98125,47.707,-122.316,2040,7560,401000
7893207665,1/28/15,3,1,1030,4583,1,0,0,3,7,1030,0,1967,0,98198,47.4231,-122.329,1730,8023,210000
8024201270,7/22/14,2,1,980,5110,1,0,0,4,7,780,200,1939,0,98115,47.7002,-122.314,1430,5110,365000
3800008,2/24/15,5,1.5,1990,18200,1,0,0,3,7,1990,0,1960,0,98178,47.4938,-122.262,1860,8658,178000
6788200931,5/20/14,2,1,1790,4000,1,0,0,4,7,1040,750,1923,0,98112,47.6405,-122.301,1310,4000,710000
723049596,5/9/14,2,1,810,7980,1,0,0,1,6,810,0,1928,0,98146,47.489,-122.337,1440,7980,255000
7214711270,12/4/14,5,2.25,2940,38009,1,0,0,3,8,1700,1240,1977,0,98077,47.7653,-122.077,2620,38300,528000
4136980090,4/7/15,4,4.25,4883,26040,2,0,3,3,10,3859,1024,2006,0,98092,47.263,-122.216,3736,9870,537000
9278200131,8/4/14,4,1.5,1360,6110,1,0,0,3,7,1010,350,1955,0,98116,47.5755,-122.396,1520,6110,442000
4046600750,4/14/15,3,1.75,1370,19550,1,0,0,3,7,1370,0,1978,2006,98014,47.7002,-121.912,1430,17550,375000
9510970090,11/21/14,4,2.5,2120,3220,2,0,0,3,9,2120,0,2005,0,98052,47.6662,-122.083,2120,3547,637250
2594200375,3/30/15,3,1.75,1240,7200,1,0,0,5,7,1240,0,1942,0,98136,47.5142,-122.389,1640,7200,427500
1125069064,3/31/15,4,2.5,2770,89298,2,0,0,3,8,2770,0,2004,0,98053,47.6624,-122.01,2650,89298,700000
117000100,3/19/15,3,1.75,1660,5750,1,0,0,4,7,1080,580,1909,0,98116,47.5843,-122.385,2060,5560,680000
9212900820,8/28/14,2,2,1170,8251,1,0,0,3,7,1170,0,1941,0,98115,47.6873,-122.291,1360,6798,393820
3959400855,8/20/14,4,2.75,2470,7200,1,0,0,5,7,1350,1120,1940,0,98108,47.5631,-122.317,1500,6000,525000
2028700265,1/15/15,2,1.75,1310,3816,1,0,0,2,7,1110,200,1929,0,98117,47.679,-122.368,1510,3816,505000
3041700090,11/11/14,3,2,1670,11337,1,0,1,4,7,1670,0,1959,0,98033,47.6602,-122.188,2210,11337,555565
868001295,10/29/14,3,1.75,1660,10819,1,0,0,4,7,1240,420,1942,0,98177,47.7045,-122.379,3110,11853,650000
7853270740,9/17/14,5,3.25,3500,7254,2,0,0,3,8,2760,740,2005,0,98065,47.5444,-121.881,2820,6317,632500
5416500090,7/24/14,3,2.5,1440,3800,2,0,0,3,7,1440,0,2005,0,98038,47.3606,-122.039,1890,3819,269000
3574801110,11/25/14,4,2.75,2360,7716,1,0,0,3,7,1390,970,1978,0,98034,47.7301,-122.223,2160,8794,405000
624110930,7/24/14,3,3.5,3460,15745,2,0,0,3,10,3460,0,1986,0,98077,47.7262,-122.06,3350,14825,845000
5335700110,7/25/14,3,1,1750,8820,1,0,0,4,7,1750,0,1961,0,98032,47.3608,-122.29,1400,9600,234000
1176000964,4/22/15,4,1.75,1470,4236,1.5,0,0,4,7,1470,0,1946,0,98107,47.6692,-122.399,1480,5400,638000
7334602070,8/4/14,3,1.75,1710,10950,1,0,0,3,7,1060,650,1967,0,98045,47.4678,-121.745,1180,10950,290000
2420069251,2/25/15,1,0.75,520,12981,1,0,0,5,3,520,0,1920,0,98022,47.2082,-121.995,1340,12233,262000
7885800740,2/18/15,4,2.5,2350,5835,2,0,0,3,8,2350,0,2003,0,98042,47.3494,-122.153,3010,5772,270000
8082400076,11/18/14,4,2.25,2380,4876,2,0,0,4,9,2240,140,1948,0,98117,47.6822,-122.4,1780,4559,875000
1310980110,7/17/14,3,2.25,1920,7840,2,0,0,4,8,1920,0,1982,0,98032,47.3631,-122.276,2170,7210,299000
2354300740,3/3/15,3,1,1580,6000,1,0,0,5,7,1580,0,1947,0,98027,47.5286,-122.032,1580,6000,551000
3023049236,9/16/14,3,2.75,3070,5280,2,0,1,3,7,2360,710,1950,1986,98166,47.4486,-122.353,2570,18983,350000
9808700405,6/4/14,3,2.5,2660,13367,2,0,2,3,10,2660,0,1992,0,98004,47.6501,-122.217,2660,13367,1900000
2877102345,10/27/14,2,1.75,1700,5000,1,0,0,3,6,850,850,1915,0,98117,47.6787,-122.363,1690,5000,511718
1924069058,10/10/14,4,3.25,5010,49222,2,0,0,5,9,3710,1300,1978,0,98027,47.5489,-122.092,3140,54014,965000
9269260100,12/16/14,4,2.25,2680,4673,2,0,0,3,7,2680,0,1999,0,98011,47.7539,-122.219,2460,4645,475000
2877104265,4/15/15,4,2.75,2720,4000,1.5,0,2,5,8,1840,880,1928,0,98117,47.6797,-122.359,1600,4000,1060000
3123039089,7/15/14,2,1,940,15450,1,0,0,4,6,940,0,1926,0,98070,47.4408,-122.461,1370,34820,252000
8576400110,3/17/15,6,2.5,3596,13700,1,0,0,5,8,1798,1798,1964,0,98166,47.4388,-122.339,1894,10500,580000
7660600131,10/20/14,2,2.25,1240,1172,2,0,0,3,8,1000,240,2008,0,98144,47.5877,-122.316,1260,1111,374950
2296500131,12/16/14,5,4,4660,9900,2,0,2,4,9,2600,2060,1979,0,98056,47.5135,-122.2,3380,9900,739000
1761300850,12/17/14,4,1.75,1710,7200,1,0,0,5,7,910,800,1975,0,98031,47.3967,-122.174,1730,7200,271000
6083000037,6/13/14,2,1,930,7550,1,0,0,3,6,930,0,1986,0,98168,47.4866,-122.303,1370,10176,230000
5259800090,4/27/15,3,2.25,1430,9150,1,0,0,3,7,1070,360,1984,0,98023,47.3239,-122.35,1430,6364,210000
2968801366,2/24/15,3,2.75,1650,5700,2,0,0,4,7,1650,0,1988,0,98166,47.4563,-122.348,1320,7620,350000
2126059172,5/6/15,3,2.25,1560,12000,1,0,0,4,7,1110,450,1968,0,98034,47.7256,-122.166,2190,4612,491500
7334501250,9/9/14,3,2.5,1870,9825,1,0,0,4,7,1250,620,1994,0,98045,47.4639,-121.744,1380,11475,325000
1545805490,10/6/14,3,2,1320,7625,1,0,0,3,7,1320,0,1987,0,98038,47.3635,-122.045,1420,7500,190000
7518500855,5/4/15,4,2,1400,4690,1.5,0,0,4,7,1400,0,1945,0,98117,47.6826,-122.378,1400,4690,658600
4171200025,3/27/15,3,1.5,1940,8951,1,0,0,3,7,1300,640,1958,0,98168,47.473,-122.328,2000,8319,299950
9818700215,3/30/15,5,2,2000,3000,1.5,0,0,3,6,1200,800,1931,0,98122,47.6028,-122.298,1330,4000,464000
798000535,6/25/14,3,1,1640,18144,1.5,0,0,3,6,1640,0,1942,0,98168,47.5027,-122.33,1500,9065,308000
3900100265,1/29/15,3,1,1020,7650,1,0,0,3,6,1020,0,1919,0,98033,47.6795,-122.202,1870,5500,625000
1951100110,2/5/15,3,1.75,1630,9450,1,0,0,4,7,1080,550,1977,0,98032,47.3729,-122.295,1280,9100,240000
7215420590,5/4/15,4,2.5,2940,35996,2,0,0,3,9,2940,0,1995,0,98042,47.3401,-122.067,2890,35089,530000
3343301910,10/20/14,5,4.5,2120,8944,2,1,4,5,8,2120,0,1939,1963,98006,47.5488,-122.197,2870,8944,1000000
9828702095,9/25/14,1,1,790,2400,1,0,0,3,7,790,0,1918,0,98122,47.6178,-122.299,1580,2566,439000
2917200645,5/11/15,4,1.75,2020,6200,1,0,0,4,6,1010,1010,1948,0,98133,47.7013,-122.35,1440,4158,575000
6163900501,10/21/14,3,1.75,1530,7238,1,0,0,3,7,1530,0,1959,0,98155,47.7629,-122.315,1580,7238,418000
540100057,4/28/15,4,3.75,3250,10949,2,0,0,4,9,2940,310,1930,1989,98004,47.639,-122.219,2340,15234,1210000
2652500300,6/3/14,4,3.75,2930,3200,1.5,0,0,5,9,2130,800,1925,0,98119,47.643,-122.359,1900,4320,1100000
1330300300,4/15/15,3,3.75,3150,8550,2,0,0,3,10,3150,0,2007,0,98112,47.6387,-122.284,2510,8550,1900000
1137301780,11/26/14,3,2.5,2180,40278,2,0,0,3,9,2180,0,1985,0,98072,47.733,-122.09,2630,40000,580000
9842300485,3/11/15,2,1,1040,7372,1,0,0,5,7,840,200,1939,0,98126,47.5285,-122.378,1930,5150,380000
7224000315,7/23/14,3,1,880,5375,1,0,0,4,5,880,0,1924,0,98055,47.4858,-122.202,980,4838,256000
6161000015,5/15/14,3,1,1400,7066,1,0,0,3,8,1400,0,1957,0,98125,47.7127,-122.325,1400,7320,349950
5207200195,7/1/14,4,2.5,2600,7200,2,0,0,3,7,2600,0,1962,2002,98115,47.6944,-122.274,1790,6175,691500
9191201790,10/31/14,3,1.75,1590,2500,1.5,0,0,4,7,1190,400,1908,0,98105,47.6668,-122.299,1420,3800,556000
8731902680,11/20/14,3,2.25,1610,7084,1,0,0,4,8,1280,330,1968,0,98023,47.3146,-122.384,2170,8505,218000
9448300115,12/5/14,4,2,1390,4500,1.5,0,0,5,7,1390,0,1908,0,98108,47.5552,-122.311,1900,5460,425000
4045500625,8/22/14,3,3.25,3710,38509,2,0,0,3,10,3710,0,1998,0,98014,47.693,-121.868,1680,25865,935000
5603700025,10/7/14,4,1.75,2360,11300,1,0,0,4,9,2360,0,1974,0,98006,47.5728,-122.163,2290,11951,732000
1266200015,1/27/15,3,1,1440,10330,1,0,0,4,7,1440,0,1952,0,98004,47.6245,-122.193,2080,10327,805500
952003350,2/4/15,3,1.75,1400,5750,1,0,2,3,6,1100,300,1915,0,98126,47.5659,-122.38,1500,5175,507250
2386000300,12/2/14,4,2.5,4600,67369,2,0,0,3,10,4600,0,1990,0,98053,47.6417,-121.992,4600,67369,800000
3625059143,9/3/14,3,2.25,2100,8276,2,0,1,4,8,2100,0,1979,0,98008,47.6068,-122.112,2420,18135,600000
8651500850,3/17/15,4,1.75,2010,12044,1,0,0,3,9,2010,0,1982,0,98074,47.6446,-122.068,2200,11144,627800
3359500110,6/24/14,2,2.25,2550,6000,2,0,0,5,7,1860,690,1902,0,98115,47.6739,-122.323,2010,4000,660000
818500490,10/9/14,2,2.5,1240,3649,2,0,0,3,7,1240,0,1986,0,98003,47.3241,-122.322,1400,3721,153503
3876311390,1/20/15,3,2.25,2090,9163,1,0,0,3,7,1460,630,1975,0,98034,47.7334,-122.167,1960,7713,456500
8085400490,8/1/14,5,2.5,2770,8100,2,0,0,3,9,2770,0,2002,0,98004,47.6341,-122.208,2070,8100,1310000
2355010090,12/7/14,3,2.5,3560,11448,2,0,0,3,11,3560,0,1997,0,98052,47.7126,-122.104,3290,11506,843500
9550200265,8/18/14,3,1,1240,4080,1,0,0,3,7,1240,0,1925,0,98103,47.667,-122.333,2060,4080,625000
8818400490,6/11/14,2,1.75,1640,4080,1,0,0,3,7,840,800,1921,0,98105,47.6645,-122.326,1980,4080,527000
8964800025,2/26/15,5,3.75,3940,13738,1.5,0,3,4,9,3940,0,1951,0,98004,47.6203,-122.212,2370,13320,1970000
2125059112,3/26/15,5,2.5,3150,50094,2,0,0,4,9,3150,0,1969,0,98005,47.6387,-122.177,3600,48787,1000000
2028700535,2/25/15,4,3,2550,5300,2,0,0,3,8,1720,830,1908,2013,98117,47.6786,-122.367,1590,4505,855000
4309710100,6/20/14,4,3.25,3940,27591,2,0,3,3,9,3440,500,2000,0,98059,47.5157,-122.116,3420,29170,725000
4364700805,10/15/14,1,1,580,7200,1,0,0,3,6,580,0,2000,0,98126,47.5249,-122.373,1360,7560,315000
3356407665,9/24/14,3,1.75,1330,16000,1,0,0,3,7,1330,0,1978,0,98001,47.28,-122.257,1330,14374,180000
9238900855,3/13/15,2,1,930,5000,1,0,3,3,7,930,0,1926,2013,98136,47.5333,-122.388,1760,5228,700000
1086100100,8/11/14,3,1,1060,8625,2,0,0,4,7,1060,0,1962,1997,98033,47.6615,-122.179,2010,8901,476500
6121000110,6/3/14,3,1.5,1180,9048,1,0,0,3,7,1180,0,1960,0,98148,47.4327,-122.328,1460,8942,193000
8700100100,8/19/14,4,2.5,1850,6663,2,0,0,3,7,1850,0,1990,0,98030,47.3618,-122.195,1850,6417,295000
9417400215,7/31/14,2,1,820,4880,1,0,0,4,6,820,0,1925,0,98136,47.5483,-122.394,1320,4880,363000
7701961030,1/29/15,4,2.5,3600,21794,2,0,0,4,11,3600,0,1990,0,98077,47.7121,-122.072,3410,19864,875000
2149800148,5/14/14,3,2,1850,8250,1,0,0,4,7,1150,700,1952,0,98002,47.3066,-122.209,1580,7153,257200
686450490,9/29/14,3,2,2240,11250,1,0,0,3,8,2240,0,1968,0,98008,47.6371,-122.119,2200,12500,555000
9413400165,6/24/14,3,2.25,1860,15559,2,0,0,4,7,1860,0,1963,0,98022,47.1559,-121.646,1110,11586,380000
104550690,7/25/14,4,2.75,2390,7330,2,0,0,3,7,2390,0,1989,0,98023,47.3061,-122.359,1980,6735,282000
1995200245,6/6/14,4,2.5,2040,6034,2,0,0,3,7,2040,0,1990,0,98115,47.6952,-122.323,1380,5986,545000
7409700215,6/6/14,3,1.5,1900,5000,1.5,0,0,3,7,1640,260,1926,0,98115,47.6779,-122.294,2090,5000,550000
7409700215,3/13/15,3,1.5,1900,5000,1.5,0,0,3,7,1640,260,1926,0,98115,47.6779,-122.294,2090,5000,921500
1337800855,5/12/15,3,1.5,2200,2880,2,0,0,5,7,1440,760,1904,0,98112,47.6308,-122.312,2440,4640,885000
7015200615,5/29/14,4,2.25,2280,6660,1.5,0,2,3,8,1960,320,1940,1984,98119,47.6503,-122.368,1720,5336,820000
8805400090,5/13/14,3,1,1090,7315,1,0,0,5,6,1090,0,1981,0,98056,47.494,-122.165,1090,5800,289000
2391602350,2/13/15,1,1,670,5750,1,0,0,3,7,670,0,1942,2011,98116,47.5624,-122.394,1170,5750,334000
844001140,10/28/14,3,1,1050,5233,1,0,0,5,5,1050,0,1906,0,98010,47.3106,-121.999,970,7500,206000
5210200131,6/30/14,3,2.25,2090,10733,1,0,0,3,7,1440,650,1958,0,98115,47.6971,-122.281,1740,8100,491950
6893300110,11/13/14,3,2.5,2030,7770,2,0,0,3,8,2030,0,2003,0,98024,47.5253,-121.93,1360,10782,430000
1796351080,7/18/14,3,2,1250,7995,1,0,0,4,7,1250,0,1980,0,98042,47.3684,-122.092,1540,7650,208000
1938400300,7/8/14,4,2.25,2600,6390,1,0,0,3,8,1390,1210,1978,0,98023,47.3174,-122.366,2110,6700,245000
2877101340,3/18/15,2,1,640,2500,1,0,0,4,6,640,0,1918,0,98117,47.6776,-122.361,1460,4200,426000
6084200100,8/1/14,3,2.5,2120,3742,2,0,0,3,7,2120,0,2006,0,98059,47.4787,-122.129,2250,4696,400000
7977201910,4/14/15,3,1,1330,5100,1,0,0,3,7,900,430,1942,0,98115,47.6837,-122.291,1500,5100,553000
6638900115,3/31/15,2,1,750,4680,1,0,0,3,5,750,0,1948,0,98117,47.6919,-122.371,1450,4400,296000
2587920110,2/17/15,3,2.5,2230,32660,1,0,0,4,8,2230,0,1977,0,98042,47.3321,-122.105,2400,33120,428000
3438500714,5/6/14,4,2.5,1890,6156,1,0,0,3,7,980,910,1980,0,98106,47.551,-122.356,1590,6954,325000
726049184,7/21/14,2,1,820,6366,1,0,0,5,6,820,0,1952,0,98133,47.7512,-122.34,1580,10169,294000
2787720300,3/19/15,3,1.75,1880,8424,1,0,0,4,7,1380,500,1977,0,98059,47.5116,-122.161,1970,8523,410000
2821049048,6/3/14,4,4.25,2360,57514,2,0,0,4,8,2360,0,1939,1987,98003,47.2843,-122.294,2037,35733,590000
3904901450,11/20/14,3,2.25,1850,4050,2,0,0,4,7,1850,0,1985,0,98029,47.5669,-122.017,1650,4468,445000
9829200495,3/25/15,4,2.5,2310,5362,2,0,4,4,8,2010,300,1928,0,98122,47.6044,-122.284,2530,5960,921000
1523089097,3/4/15,3,1.5,2520,37616,1,0,0,3,8,2520,0,1955,0,98045,47.4777,-121.763,1470,33750,496000
2724200705,12/12/14,2,1,800,8550,1,0,0,3,7,800,0,1947,0,98198,47.4075,-122.294,1490,8550,95000
8122600245,9/25/14,4,1.75,1580,6396,1,0,0,4,6,790,790,1945,0,98126,47.5378,-122.369,1180,6396,359000
1323089184,5/2/14,3,2.5,2430,88426,1,0,0,4,7,1570,860,1985,0,98045,47.4828,-121.718,1560,56827,452500
2600300110,12/2/14,4,1.75,2350,6200,1.5,0,0,4,7,1410,940,1946,0,98116,47.559,-122.397,1800,6150,555000
9485951030,9/24/14,5,3,3800,42316,1.5,0,0,4,9,3800,0,1984,0,98042,47.3488,-122.095,2580,35775,549900
4021700025,6/10/14,5,3,3670,10583,1,0,0,5,8,2060,1610,1952,0,98155,47.7589,-122.277,2720,13865,569000
2473250850,7/16/14,4,2,1780,7350,1,0,0,5,7,900,880,1974,0,98058,47.4562,-122.158,1480,7350,318500
9828702310,6/11/14,2,1.5,1295,1093,2,0,0,3,9,1105,190,2007,0,98112,47.6192,-122.299,1295,1413,487028
7523700245,10/15/14,3,1,1350,7560,1,0,0,4,7,950,400,1959,0,98032,47.3784,-122.303,1470,7560,240000
1765100025,2/2/15,3,2.25,1440,9806,1,0,0,3,7,1440,0,1965,0,98030,47.3857,-122.212,1590,9782,253000
2011400405,8/31/14,5,1.75,1320,38125,1,0,0,4,7,1120,200,1947,0,98198,47.3937,-122.323,2360,15070,380000
3410600015,4/6/15,2,0.75,700,16828,1,0,0,4,6,700,0,1958,0,98092,47.3009,-122.125,2010,29316,250000
3276050110,10/10/14,2,1.75,2510,19141,2,0,0,3,9,2510,0,1977,0,98092,47.3103,-122.199,2400,13030,368500
7792000025,2/11/15,3,1,3180,27586,1,0,0,3,8,1400,1780,1969,0,98022,47.1986,-121.967,2180,27586,340000
2810600015,4/27/15,2,1,910,4000,1,0,0,3,7,910,0,1918,0,98136,47.5427,-122.388,1060,1346,400000
8081900011,9/16/14,3,2,1570,4625,1.5,0,0,5,8,1570,0,1927,0,98117,47.68,-122.399,1760,4625,835000
104550740,12/1/14,3,2.5,2450,7062,2,0,0,3,8,2450,0,1993,0,98023,47.3061,-122.36,1960,7200,299000
1959701745,11/7/14,6,2.25,4910,6600,2.5,0,0,5,10,3580,1330,1910,0,98102,47.6458,-122.32,3280,5500,1680000
8078520090,5/14/14,3,2,1570,5706,1,0,0,3,7,1570,0,1998,0,98092,47.3156,-122.188,1570,5706,265000
6403510090,11/11/14,4,2.5,2680,7513,2,0,0,3,8,2680,0,1998,0,98059,47.4956,-122.161,2640,7243,437500
2326300090,6/4/14,3,1.75,2090,4725,2,0,0,3,7,1610,480,1947,2013,98199,47.657,-122.394,1280,4725,865000
8078380090,3/11/15,3,2,2150,7200,1,0,0,3,8,2150,0,1988,0,98029,47.5709,-122.018,2510,7222,626000
7132300042,10/28/14,2,2,1140,1118,2,0,0,3,7,1040,100,2009,0,98144,47.596,-122.311,1140,1118,247300
3861470110,6/23/14,4,3.5,4230,20377,2,0,0,3,11,4230,0,1997,0,98004,47.5954,-122.206,3980,20489,2080000
2734101055,10/1/14,3,1,1790,6000,1.5,0,0,2,8,1790,0,1937,0,98108,47.5448,-122.32,1060,4000,425000
4039701080,6/25/14,5,3.5,3100,10200,1,0,4,3,9,1660,1440,1970,0,98008,47.6134,-122.112,2700,10455,905000
464000600,8/27/14,3,2.5,2220,2550,3,0,2,3,10,2220,0,1990,0,98117,47.6963,-122.393,2200,5610,641250
5437400100,3/31/15,4,2.5,2370,9679,2,0,0,3,8,2370,0,1984,0,98027,47.5631,-122.085,2290,7944,675000
1423089055,6/13/14,4,2.75,4070,115434,2,0,0,3,9,4070,0,2002,0,98045,47.4843,-121.752,2970,95832,845000
6713700100,9/7/14,4,1,1790,8400,1,0,0,4,7,1260,530,1954,0,98133,47.7627,-122.353,1470,8400,401500
339600110,9/23/14,3,2.5,1610,3755,2,0,0,3,7,1610,0,1987,0,98052,47.6825,-122.097,1300,3823,395000
5021900090,3/6/15,5,2.75,2830,18050,1,0,0,5,7,1630,1200,1958,0,98040,47.5773,-122.226,2370,14250,1100000
6099400053,5/29/14,3,1,1010,5490,1,0,0,3,6,1010,0,1954,0,98168,47.4762,-122.293,1740,10658,145000
7518508625,4/16/15,3,1,1560,3825,1.5,0,0,3,8,1390,170,1930,0,98117,47.6803,-122.387,1700,5100,900000
8143000490,1/12/15,3,1.5,1330,8636,1,0,0,4,7,1330,0,1968,0,98034,47.7289,-122.203,1370,7475,374500
3260000300,11/18/14,4,2.25,2330,10451,2,0,0,4,8,2330,0,1965,0,98005,47.6044,-122.168,1880,8400,850000
5742600090,4/25/15,3,1,960,5750,1,0,0,3,7,960,0,1951,0,98116,47.5689,-122.393,1520,5750,490000
7212650850,4/27/15,3,2.5,1710,6773,2,0,0,3,8,1710,0,1993,0,98003,47.2635,-122.312,2220,7551,304000
9158800090,7/3/14,4,2.25,2230,7200,1,0,0,4,7,1300,930,1963,0,98133,47.7648,-122.33,2010,7752,400000
7820000038,11/14/14,3,2,1700,10000,2,0,0,3,8,1700,0,1992,0,98011,47.7661,-122.205,1460,9621,454000
7135300026,12/24/14,2,2,1040,4750,1,0,0,2,6,850,190,1950,0,98118,47.5293,-122.272,1350,5000,160000
8562700300,7/8/14,3,1.75,1070,8030,1,0,0,3,7,1070,0,1966,2014,98052,47.67,-122.155,1540,7875,542000
6114400028,6/18/14,5,2.5,3600,17300,1,0,0,4,8,2410,1190,1968,0,98166,47.4468,-122.341,2620,30200,403500
